Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.15835,141: 0.15835,522: 0.15835,389: 0.15,395: 0.15
918: 0.15835,141: 0.15835,522: 0.15835,389: 0.15,395: 0.15
141: 0.15835,918: 0.15835,522: 0.15835,389: 0.15,395: 0.15
141: 0.15835,918: 0.15835,522: 0.15835,389: 0.15,395: 0.15
918: 0.15835,141: 0.15835,522: 0.15835,389: 0.15,395: 0.15
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,15: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,15: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,15: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,938: 0.10835
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
832: 0.15,122: 0.14165,38: 0.13335,31: 0.125,721: 0.11665
194: 0.11665,246: 0.11665,429: 0.10835,838: 0.10835,562: 0.10835
194: 0.11665,246: 0.11665,429: 0.10835,838: 0.10835,562: 0.10835
194: 0.11665,246: 0.11665,429: 0.10835,838: 0.10835,562: 0.10835
194: 0.11665,246: 0.11665,429: 0.10835,838: 0.10835,562: 0.10835
194: 0.11665,246: 0.11665,429: 0.10835,838: 0.10835,562: 0.10835
194: 0.11665,246: 0.11665,429: 0.10835,838: 0.10835,562: 0.10835
246: 0.11665,194: 0.11665,838: 0.10835,429: 0.10835,221: 0.10835
194: 0.11665,246: 0.11665,562: 0.10835,838: 0.10835,429: 0.10835
246: 0.11665,194: 0.11665,838: 0.10835,429: 0.10835,221: 0.10835
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,633: 0.125
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,633: 0.125
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,633: 0.125
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,633: 0.125
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,633: 0.125
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,633: 0.125
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,633: 0.125
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,633: 0.125
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,633: 0.125
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,633: 0.125
825: 0.23335,814: 0.15835,811: 0.15835,819: 0.15835,871: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,819: 0.15835,871: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,819: 0.15835,871: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,819: 0.15835,871: 0.15835
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,811: 0.15835,819: 0.15835,871: 0.15835,814: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,819: 0.15835,871: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,819: 0.15835,871: 0.15835
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,819: 0.15835,814: 0.15835,451: 0.15,921: 0.14165
825: 0.23335,814: 0.15835,819: 0.15835,451: 0.15,921: 0.14165
882: 0.15835,458: 0.15835,141: 0.15835,778: 0.13335,735: 0.125
882: 0.15835,458: 0.15835,141: 0.15835,778: 0.13335,735: 0.125
882: 0.15835,458: 0.15835,141: 0.15835,778: 0.13335,735: 0.125
882: 0.15835,458: 0.15835,141: 0.15835,778: 0.13335,735: 0.125
141: 0.15835,882: 0.15835,458: 0.15835,778: 0.13335,735: 0.125
882: 0.15835,458: 0.15835,141: 0.15835,778: 0.13335,735: 0.125
882: 0.15835,458: 0.15835,141: 0.15835,778: 0.13335,735: 0.125
71: 0.15835,913: 0.15,955: 0.14165,174: 0.13335,919: 0.13335
811: 0.15835,141: 0.15835,814: 0.15835,819: 0.15835,71: 0.15835
71: 0.15835,942: 0.15835,492: 0.15835,811: 0.15835,141: 0.15835
71: 0.15835,942: 0.15835,492: 0.15835,811: 0.15835,141: 0.15835
942: 0.15835,492: 0.15835,811: 0.15835,141: 0.15835,814: 0.15835
71: 0.15835,942: 0.15835,492: 0.15835,811: 0.15835,141: 0.15835
811: 0.15835,141: 0.15835,814: 0.15835,71: 0.15835,819: 0.15835
814: 0.15835,141: 0.15835,811: 0.15835,819: 0.15835,942: 0.15835
814: 0.15835,811: 0.15835,141: 0.15835,71: 0.15835,819: 0.15835
814: 0.15835,141: 0.15835,811: 0.15835,819: 0.15835,942: 0.15835
814: 0.15835,811: 0.15835,458: 0.15835,866: 0.15835,492: 0.15835
782: 0.15835,492: 0.15835,814: 0.15835,866: 0.15835,458: 0.15835
782: 0.15835,492: 0.15835,814: 0.15835,866: 0.15835,458: 0.15835
782: 0.15835,492: 0.15835,814: 0.15835,866: 0.15835,458: 0.15835
814: 0.15835,458: 0.15835,866: 0.15835,492: 0.15835,782: 0.15835
782: 0.15835,492: 0.15835,814: 0.15835,866: 0.15835,458: 0.15835
814: 0.15835,811: 0.15835,866: 0.15835,458: 0.15835,492: 0.15835
814: 0.15835,458: 0.15835,866: 0.15835,782: 0.15835,492: 0.15835
814: 0.15835,458: 0.15835,866: 0.15835,492: 0.15835,782: 0.15835
814: 0.15835,458: 0.15835,866: 0.15835,782: 0.15835,492: 0.15835
814: 0.15835,458: 0.15835,866: 0.15835,782: 0.15835,492: 0.15835
819: 0.15835,138: 0.15835,458: 0.15835,918: 0.15835,141: 0.15835
819: 0.15835,138: 0.15835,458: 0.15835,918: 0.15835,141: 0.15835
819: 0.15835,138: 0.15835,458: 0.15835,918: 0.15835,141: 0.15835
138: 0.15835,458: 0.15835,819: 0.15835,918: 0.15835,141: 0.15835
819: 0.15835,138: 0.15835,458: 0.15835,918: 0.15835,141: 0.15835
138: 0.15835,458: 0.15835,918: 0.15835,141: 0.15835,819: 0.15835
458: 0.15835,138: 0.15835,918: 0.15835,141: 0.15835,819: 0.15835
138: 0.15835,458: 0.15835,141: 0.15835,918: 0.15835,819: 0.15835
138: 0.15835,458: 0.15835,819: 0.15835,141: 0.15835,918: 0.15835
458: 0.15835,138: 0.15835,819: 0.15835,918: 0.15835,141: 0.15835
814: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835,810: 0.15
814: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835,389: 0.15
918: 0.15835,814: 0.15835,492: 0.15835,782: 0.15835,389: 0.15
814: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835,389: 0.15
814: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835,810: 0.15
814: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835,810: 0.15
782: 0.15835,492: 0.15835,918: 0.15835,389: 0.15,810: 0.15
782: 0.15835,492: 0.15835,918: 0.15835,810: 0.15,389: 0.15
942: 0.15835,965: 0.15,127: 0.15,945: 0.15,954: 0.14165
942: 0.15835,782: 0.15835,492: 0.15835,965: 0.15,127: 0.15
942: 0.15835,965: 0.15,127: 0.15,945: 0.15,954: 0.14165
782: 0.15835,492: 0.15835,942: 0.15835,945: 0.15,136: 0.15
942: 0.15835,782: 0.15835,492: 0.15835,965: 0.15,127: 0.15
942: 0.15835,782: 0.15835,492: 0.15835,965: 0.15,127: 0.15
782: 0.15835,942: 0.15835,492: 0.15835,965: 0.15,922: 0.15
492: 0.15835,942: 0.15835,782: 0.15835,965: 0.15,922: 0.15
782: 0.15835,492: 0.15835,942: 0.15835,922: 0.15,965: 0.15
492: 0.15835,942: 0.15835,782: 0.15835,127: 0.15,945: 0.15
492: 0.15835,782: 0.15835,136: 0.15,389: 0.15,922: 0.15
492: 0.15835,782: 0.15835,136: 0.15,389: 0.15,922: 0.15
921: 0.14165,121: 0.13335,29: 0.125,246: 0.11665,539: 0.11665
825: 0.23335,921: 0.14165,121: 0.13335,778: 0.13335,735: 0.125
825: 0.23335,921: 0.14165,121: 0.13335,778: 0.13335,735: 0.125
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,121: 0.13335
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,121: 0.13335
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,778: 0.13335
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,778: 0.13335
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,121: 0.13335
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,778: 0.13335
825: 0.23335,492: 0.15835,808: 0.15,921: 0.14165,121: 0.13335
825: 0.23335,880: 0.175,81: 0.16665,522: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,522: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,522: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,522: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,814: 0.15835,882: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,814: 0.15835,882: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,819: 0.15835,942: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,866: 0.15835,492: 0.15835
825: 0.23335,814: 0.15835,811: 0.15835,492: 0.15835,832: 0.15
825: 0.23335,880: 0.175,81: 0.16665,141: 0.15835,811: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,811: 0.15835,141: 0.15835
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,808: 0.15,131: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,808: 0.15,131: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
866: 0.15835,131: 0.15,808: 0.15,895: 0.11665,721: 0.11665
825: 0.23335,121: 0.13335,778: 0.13335,735: 0.125,246: 0.11665
825: 0.23335,777: 0.14165,121: 0.13335,778: 0.13335,735: 0.125
825: 0.23335,880: 0.175,866: 0.15835,810: 0.15,777: 0.14165
825: 0.23335,880: 0.175,866: 0.15835,494: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,866: 0.15835,494: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,494: 0.15835,866: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,871: 0.15835,522: 0.15835,866: 0.15835
825: 0.23335,880: 0.175,866: 0.15835,494: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,814: 0.15835,871: 0.15835,522: 0.15835
825: 0.23335,880: 0.175,522: 0.15835,866: 0.15835,871: 0.15835
825: 0.23335,880: 0.175,866: 0.15835,871: 0.15835,494: 0.15835
825: 0.23335,880: 0.175,494: 0.15835,814: 0.15835,866: 0.15835
825: 0.23335,880: 0.175,811: 0.15835,871: 0.15835,71: 0.15835
71: 0.15835,942: 0.15835,136: 0.15,810: 0.15,965: 0.15
71: 0.15835,942: 0.15835,136: 0.15,810: 0.15,965: 0.15
71: 0.15835,942: 0.15835,814: 0.15835,811: 0.15835,494: 0.15835
29: 0.125,31: 0.125,24: 0.11665,15: 0.11665,104: 0.10835
395: 0.15,131: 0.15,31: 0.125,986: 0.11665,344: 0.10835
814: 0.15835,882: 0.15835,844: 0.15835,866: 0.15835,458: 0.15835
395: 0.15,131: 0.15,31: 0.125,986: 0.11665,344: 0.10835
825: 0.23335,814: 0.15835,882: 0.15835,844: 0.15835,866: 0.15835
825: 0.23335,814: 0.15835,882: 0.15835,844: 0.15835,866: 0.15835
825: 0.23335,81: 0.16665,814: 0.15835,882: 0.15835,844: 0.15835
825: 0.23335,81: 0.16665,844: 0.15835,866: 0.15835,458: 0.15835
825: 0.23335,81: 0.16665,814: 0.15835,458: 0.15835,866: 0.15835
825: 0.23335,81: 0.16665,844: 0.15835,866: 0.15835,458: 0.15835
825: 0.23335,81: 0.16665,811: 0.15835,141: 0.15835,918: 0.15835
81: 0.16665,866: 0.15835,844: 0.15835,458: 0.15835,814: 0.15835
825: 0.23335,81: 0.16665,814: 0.15835,866: 0.15835,458: 0.15835
866: 0.15835,844: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835
844: 0.15835,866: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835
866: 0.15835,844: 0.15835,492: 0.15835,782: 0.15835,918: 0.15835
492: 0.15835,782: 0.15835,141: 0.15835,811: 0.15835,918: 0.15835
844: 0.15835,866: 0.15835,492: 0.15835,782: 0.15835,141: 0.15835
866: 0.15835,844: 0.15835,782: 0.15835,492: 0.15835,918: 0.15835
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,876: 0.15,929: 0.15,954: 0.14165,129: 0.13335
942: 0.15835,929: 0.15,876: 0.15,954: 0.14165,129: 0.13335
825: 0.23335,880: 0.175,81: 0.16665,882: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,882: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,882: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,882: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,882: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,814: 0.15835,882: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,882: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,811: 0.15835,141: 0.15835
825: 0.23335,880: 0.175,81: 0.16665,866: 0.15835,458: 0.15835
942: 0.15835,915: 0.15,876: 0.15,427: 0.10835,63: 0.10835
942: 0.15835,915: 0.15,876: 0.15,427: 0.10835,63: 0.10835
942: 0.15835,915: 0.15,876: 0.15,427: 0.10835,63: 0.10835
942: 0.15835,915: 0.15,876: 0.15,427: 0.10835,63: 0.10835
880: 0.175,882: 0.15835,942: 0.15835,71: 0.15835,141: 0.15835
942: 0.15835,915: 0.15,876: 0.15,427: 0.10835,63: 0.10835
880: 0.175,882: 0.15835,942: 0.15835,71: 0.15835,141: 0.15835
880: 0.175,882: 0.15835,942: 0.15835,71: 0.15835,141: 0.15835
880: 0.175,71: 0.15835,882: 0.15835,141: 0.15835,921: 0.14165
880: 0.175,882: 0.15835,71: 0.15835,942: 0.15835,141: 0.15835
880: 0.175,882: 0.15835,141: 0.15835,71: 0.15835,921: 0.14165
880: 0.175,882: 0.15835,141: 0.15835,71: 0.15835,921: 0.14165
880: 0.175,882: 0.15835,141: 0.15835,71: 0.15835,921: 0.14165
880: 0.175,882: 0.15835,141: 0.15835,71: 0.15835,921: 0.14165
880: 0.175,882: 0.15835,141: 0.15835,71: 0.15835,921: 0.14165
880: 0.175,81: 0.16665,844: 0.15835,71: 0.15835,819: 0.15835
825: 0.28335,808: 0.25,427: 0.20835,811: 0.20835,138: 0.20835
808: 0.35000002,512: 0.30835,427: 0.30835,424: 0.30835,793: 0.3
880: 0.175,81: 0.16665,844: 0.15835,71: 0.15835,819: 0.15835
808: 0.35000002,825: 0.33335,512: 0.30835,427: 0.30835,424: 0.30835
808: 0.35000002,825: 0.33335,512: 0.30835,427: 0.30835,424: 0.30835
808: 0.35000002,825: 0.33335,512: 0.30835,427: 0.30835,424: 0.30835
808: 0.35000002,825: 0.33335,512: 0.30835,427: 0.30835,424: 0.30835
808: 0.35000002,825: 0.33335,424: 0.30835,512: 0.30835,427: 0.30835
825: 0.28335,808: 0.25,880: 0.225,512: 0.20835,492: 0.20835
825: 0.23335,882: 0.15835,814: 0.15835,844: 0.15835,138: 0.15835
825: 0.23335,882: 0.15835,814: 0.15835,844: 0.15835,811: 0.15835
825: 0.23335,819: 0.15835,138: 0.15835,814: 0.15835,882: 0.15835
825: 0.23335,814: 0.15835,882: 0.15835,492: 0.15835,522: 0.15835
825: 0.23335,844: 0.15835,138: 0.15835,819: 0.15835,811: 0.15835
825: 0.23335,814: 0.15835,882: 0.15835,138: 0.15835,844: 0.15835
825: 0.23335,882: 0.15835,814: 0.15835,522: 0.15835,811: 0.15835
825: 0.23335,814: 0.15835,492: 0.15835,811: 0.15835,820: 0.15
825: 0.23335,814: 0.15835,492: 0.15835,811: 0.15835,820: 0.15
844: 0.15835,138: 0.15835,492: 0.15835,136: 0.15,929: 0.15
844: 0.15835,138: 0.15835,492: 0.15835,136: 0.15,929: 0.15
492: 0.15835,844: 0.15835,138: 0.15835,929: 0.15,136: 0.15
844: 0.15835,138: 0.15835,492: 0.15835,136: 0.15,929: 0.15
844: 0.15835,138: 0.15835,492: 0.15835,819: 0.15835,71: 0.15835
844: 0.15835,138: 0.15835,492: 0.15835,136: 0.15,929: 0.15
819: 0.15835,71: 0.15835,844: 0.15835,138: 0.15835,492: 0.15835
819: 0.15835,71: 0.15835,844: 0.15835,138: 0.15835,492: 0.15835
819: 0.15835,71: 0.15835,844: 0.15835,138: 0.15835,942: 0.15835
942: 0.15835,819: 0.15835,71: 0.15835,945: 0.15,451: 0.15
71: 0.15835,819: 0.15835,844: 0.15835,138: 0.15835,942: 0.15835
942: 0.15835,71: 0.15835,819: 0.15835,451: 0.15,876: 0.15
942: 0.15835,71: 0.15835,819: 0.15835,913: 0.15,808: 0.15
942: 0.15835,819: 0.15835,71: 0.15835,808: 0.15,913: 0.15
942: 0.15835,819: 0.15835,71: 0.15835,451: 0.15,876: 0.15
866: 0.15835,138: 0.15835,844: 0.15835,882: 0.15835,141: 0.15835
866: 0.15835,138: 0.15835,844: 0.15835,882: 0.15835,141: 0.15835
866: 0.15835,138: 0.15835,844: 0.15835,882: 0.15835,141: 0.15835
866: 0.15835,138: 0.15835,844: 0.15835,882: 0.15835,141: 0.15835
825: 0.23335,141: 0.15835,882: 0.15835,844: 0.15835,138: 0.15835
825: 0.23335,138: 0.15835,844: 0.15835,866: 0.15835,141: 0.15835
825: 0.23335,522: 0.15835,819: 0.15835,141: 0.15835,866: 0.15835
825: 0.23335,522: 0.15835,819: 0.15835,141: 0.15835,866: 0.15835
825: 0.23335,138: 0.15835,866: 0.15835,844: 0.15835,882: 0.15835
825: 0.23335,866: 0.15835,844: 0.15835,819: 0.15835,492: 0.15835
825: 0.23335,866: 0.15835,844: 0.15835,819: 0.15835,782: 0.15835
814: 0.15835,866: 0.15835,844: 0.15835,782: 0.15835,945: 0.15
866: 0.15835,942: 0.15835,127: 0.15,461: 0.14165,954: 0.14165
81: 0.16665,866: 0.15835,942: 0.15835,945: 0.15,127: 0.15
81: 0.16665,882: 0.15835,866: 0.15835,844: 0.15835,942: 0.15835
81: 0.16665,882: 0.15835,844: 0.15835,866: 0.15835,942: 0.15835
81: 0.16665,882: 0.15835,866: 0.15835,844: 0.15835,942: 0.15835
81: 0.16665,882: 0.15835,866: 0.15835,844: 0.15835,942: 0.15835
81: 0.16665,866: 0.15835,844: 0.15835,942: 0.15835,882: 0.15835
81: 0.16665,882: 0.15835,866: 0.15835,844: 0.15835,942: 0.15835
882: 0.15835,844: 0.15835,122: 0.14165,38: 0.13335,29: 0.125
844: 0.15835,882: 0.15835,122: 0.14165,38: 0.13335,29: 0.125
876: 0.15,300: 0.11665,405: 0.11665,402: 0.10835,838: 0.10835
876: 0.15,300: 0.11665,405: 0.11665,402: 0.10835,838: 0.10835
876: 0.15,300: 0.11665,405: 0.11665,402: 0.10835,838: 0.10835
876: 0.15,300: 0.11665,405: 0.11665,402: 0.10835,838: 0.10835
876: 0.15,300: 0.11665,405: 0.11665,402: 0.10835,838: 0.10835
876: 0.15,405: 0.11665,300: 0.11665,104: 0.10835,835: 0.10835
876: 0.15,405: 0.11665,300: 0.11665,838: 0.10835,180: 0.10835
876: 0.15,405: 0.11665,300: 0.11665,219: 0.10835,221: 0.10835
876: 0.15,405: 0.11665,300: 0.11665,838: 0.10835,180: 0.10835
876: 0.15,405: 0.11665,300: 0.11665,221: 0.10835,186: 0.10835
825: 0.23335,782: 0.15835,492: 0.15835,814: 0.15835,918: 0.15835
825: 0.23335,782: 0.15835,492: 0.15835,814: 0.15835,918: 0.15835
825: 0.23335,782: 0.15835,492: 0.15835,814: 0.15835,918: 0.15835
825: 0.23335,880: 0.175,814: 0.15835,782: 0.15835,492: 0.15835
825: 0.23335,880: 0.175,782: 0.15835,492: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,141: 0.15835,918: 0.15835,522: 0.15835
825: 0.23335,880: 0.175,138: 0.15835,844: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,138: 0.15835,844: 0.15835,814: 0.15835
825: 0.23335,880: 0.175,138: 0.15835,844: 0.15835,918: 0.15835
880: 0.175,81: 0.16665,844: 0.15835,141: 0.15835,871: 0.15835
825: 0.23335,880: 0.175,844: 0.15835,814: 0.15835,138: 0.15835
880: 0.175,81: 0.16665,141: 0.15835,871: 0.15835,882: 0.15835
880: 0.175,81: 0.16665,141: 0.15835,871: 0.15835,882: 0.15835
880: 0.175,81: 0.16665,71: 0.15835,866: 0.15835,138: 0.15835
880: 0.175,81: 0.16665,141: 0.15835,871: 0.15835,882: 0.15835
880: 0.175,81: 0.16665,882: 0.15835,871: 0.15835,141: 0.15835
880: 0.175,81: 0.16665,882: 0.15835,138: 0.15835,844: 0.15835
880: 0.175,71: 0.15835,141: 0.15835,882: 0.15835,921: 0.14165
880: 0.175,81: 0.16665,882: 0.15835,871: 0.15835,141: 0.15835
880: 0.175,71: 0.15835,141: 0.15835,882: 0.15835,921: 0.14165
138: 0.15835,492: 0.15835,522: 0.15835,808: 0.15,839: 0.15
138: 0.15835,492: 0.15835,522: 0.15835,808: 0.15,839: 0.15
138: 0.15835,492: 0.15835,522: 0.15835,808: 0.15,839: 0.15
138: 0.15835,492: 0.15835,522: 0.15835,808: 0.15,839: 0.15
522: 0.15835,138: 0.15835,492: 0.15835,456: 0.15,808: 0.15
138: 0.15835,492: 0.15835,522: 0.15835,456: 0.15,808: 0.15
522: 0.15835,138: 0.15835,492: 0.15835,839: 0.15,808: 0.15
522: 0.15835,138: 0.15835,492: 0.15835,808: 0.15,456: 0.15
522: 0.15835,138: 0.15835,492: 0.15835,808: 0.15,456: 0.15
492: 0.15835,395: 0.15,389: 0.15,778: 0.13335,6: 0.11665
138: 0.15835,492: 0.15835,522: 0.15835,839: 0.15,456: 0.15
492: 0.15835,395: 0.15,389: 0.15,778: 0.13335,6: 0.11665
492: 0.15835,395: 0.15,389: 0.15,778: 0.13335,6: 0.11665
492: 0.15835,389: 0.15,395: 0.15,778: 0.13335,6: 0.11665
492: 0.15835,389: 0.15,395: 0.15,778: 0.13335,6: 0.11665
492: 0.15835,395: 0.15,389: 0.15,778: 0.13335,6: 0.11665
6: 0.11665,976: 0.10835,485: 0.10835,280: 0.08335,70: 0.08335
6: 0.11665,485: 0.10835,976: 0.10835,70: 0.08335,280: 0.08335
141: 0.15835,871: 0.15835,131: 0.15,913: 0.15,876: 0.15
141: 0.15835,871: 0.15835,131: 0.15,913: 0.15,876: 0.15
141: 0.15835,871: 0.15835,131: 0.15,913: 0.15,876: 0.15
141: 0.15835,871: 0.15835,131: 0.15,913: 0.15,876: 0.15
782: 0.25835,819: 0.25835,832: 0.25,839: 0.25,953: 0.24165002
782: 0.25835,819: 0.25835,832: 0.25,839: 0.25,953: 0.24165002
832: 0.25,782: 0.20835,819: 0.20835,839: 0.2,953: 0.19165
782: 0.25835,819: 0.25835,832: 0.25,839: 0.25,953: 0.24165002
832: 0.35000002,782: 0.25835,819: 0.25835,839: 0.25,953: 0.24165002
832: 0.35000002,782: 0.25835,819: 0.25835,839: 0.25,953: 0.24165002
832: 0.35000002,782: 0.25835,819: 0.25835,839: 0.25,953: 0.24165002
814: 0.15835,492: 0.15835,942: 0.15835,970: 0.14165,953: 0.14165
832: 0.25,782: 0.20835,819: 0.20835,839: 0.2,953: 0.19165
492: 0.15835,942: 0.15835,814: 0.15835,953: 0.14165,132: 0.14165
880: 0.175,782: 0.15835,522: 0.15835,942: 0.15835,811: 0.15835
880: 0.175,782: 0.15835,522: 0.15835,942: 0.15835,811: 0.15835
880: 0.175,782: 0.15835,522: 0.15835,942: 0.15835,811: 0.15835
