Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
942: 0.16665,141: 0.15835,913: 0.15835,76: 0.15415,922: 0.15415
942: 0.16665,141: 0.15835,913: 0.15835,76: 0.15415,922: 0.15415
942: 0.16665,141: 0.15835,913: 0.15835,76: 0.15415,922: 0.15415
942: 0.16665,141: 0.15835,913: 0.15835,76: 0.15415,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,172: 0.15835,866: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,395: 0.15835,866: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,866: 0.15835,395: 0.15835,172: 0.15835,922: 0.15415
782: 0.1625,172: 0.15835,866: 0.15835,395: 0.15835,922: 0.15415
138: 0.15835,141: 0.15835,172: 0.15835,136: 0.15415,131: 0.15
138: 0.15835,141: 0.15835,172: 0.15835,136: 0.15415,131: 0.15
141: 0.15835,138: 0.15835,172: 0.15835,136: 0.15415,456: 0.15
141: 0.15835,138: 0.15835,172: 0.15835,136: 0.15415,456: 0.15
138: 0.15835,141: 0.15835,172: 0.15835,136: 0.15415,131: 0.15
138: 0.15835,141: 0.15835,172: 0.15835,136: 0.15415,131: 0.15
141: 0.15835,138: 0.15835,172: 0.15835,136: 0.15415,456: 0.15
138: 0.15835,141: 0.15835,172: 0.15835,136: 0.15415,456: 0.15
172: 0.15835,141: 0.15835,138: 0.15835,136: 0.15415,456: 0.15
782: 0.1625,138: 0.15835,141: 0.15835,172: 0.15835,136: 0.15415
782: 0.1625,389: 0.15,145: 0.14165,778: 0.14165,152: 0.14165
782: 0.1625,389: 0.15,778: 0.14165,152: 0.14165,145: 0.14165
782: 0.1625,389: 0.15,145: 0.14165,778: 0.14165,152: 0.14165
782: 0.1625,389: 0.15,778: 0.14165,152: 0.14165,145: 0.14165
782: 0.1625,389: 0.15,145: 0.14165,778: 0.14165,152: 0.14165
782: 0.1625,389: 0.15,778: 0.14165,145: 0.14165,152: 0.14165
782: 0.1625,389: 0.15,152: 0.14165,492: 0.12085,165: 0.1125
782: 0.1625,389: 0.15,152: 0.14165,492: 0.12085,165: 0.1125
942: 0.16665,945: 0.14585,127: 0.14585,954: 0.14165,581: 0.1125
942: 0.16665,24: 0.16665,782: 0.1625,136: 0.15415,922: 0.15415
942: 0.16665,945: 0.14585,127: 0.14585,954: 0.14165,581: 0.1125
942: 0.16665,24: 0.16665,782: 0.1625,136: 0.15415,922: 0.15415
942: 0.16665,24: 0.16665,782: 0.1625,136: 0.15415,922: 0.15415
942: 0.16665,24: 0.16665,782: 0.1625,136: 0.15415,922: 0.15415
942: 0.16665,24: 0.16665,782: 0.1625,922: 0.15415,136: 0.15415
942: 0.16665,24: 0.16665,782: 0.1625,922: 0.15415,136: 0.15415
942: 0.16665,24: 0.16665,782: 0.1625,922: 0.15415,136: 0.15415
942: 0.16665,24: 0.16665,782: 0.1625,922: 0.15415,136: 0.15415
24: 0.16665,782: 0.1625,136: 0.15415,922: 0.15415,389: 0.15
24: 0.16665,782: 0.1625,136: 0.15415,922: 0.15415,389: 0.15
921: 0.14585,121: 0.14165,15: 0.12085,29: 0.1125,975: 0.10835
921: 0.14585,121: 0.14165,15: 0.12085,29: 0.1125,975: 0.10835
780: 0.16665,921: 0.14585,121: 0.14165,778: 0.14165,15: 0.12085
780: 0.16665,921: 0.14585,121: 0.14165,778: 0.14165,15: 0.12085
780: 0.16665,921: 0.14585,778: 0.14165,121: 0.14165,633: 0.12085
780: 0.16665,921: 0.14585,121: 0.14165,778: 0.14165,15: 0.12085
780: 0.16665,921: 0.14585,778: 0.14165,121: 0.14165,15: 0.12085
780: 0.16665,921: 0.14585,778: 0.14165,121: 0.14165,15: 0.12085
780: 0.16665,921: 0.14585,778: 0.14165,121: 0.14165,492: 0.12085
780: 0.16665,921: 0.14585,121: 0.14165,778: 0.14165,492: 0.12085
962: 0.41665,547: 0.41250002,866: 0.35835,872: 0.34585,48: 0.31665
962: 0.26665002,547: 0.2625,866: 0.25835,872: 0.24585,48: 0.21665001
547: 0.41250002,866: 0.35835,872: 0.34585,48: 0.31665,716: 0.31665
962: 0.41665,547: 0.41250002,866: 0.35835,872: 0.34585,48: 0.31665
962: 0.41665,547: 0.41250002,866: 0.35835,872: 0.34585,48: 0.31665
962: 0.26665002,547: 0.2625,866: 0.25835,872: 0.24585,48: 0.21665001
962: 0.41665,547: 0.41250002,866: 0.35835,872: 0.34585,48: 0.31665
24: 0.16665,832: 0.15835,866: 0.15835,131: 0.15,633: 0.12085
962: 0.41665,547: 0.41250002,866: 0.35835,872: 0.34585,48: 0.31665
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
24: 0.16665,832: 0.15835,633: 0.12085,492: 0.12085,655: 0.11665
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
866: 0.15835,131: 0.15,721: 0.11665,962: 0.11665,430: 0.1125
780: 0.16665,76: 0.15415,777: 0.14165,778: 0.14165,121: 0.14165
866: 0.15835,131: 0.15,962: 0.11665,721: 0.11665,430: 0.1125
780: 0.16665,76: 0.15415,777: 0.14165,778: 0.14165,121: 0.14165
780: 0.16665,880: 0.15835,866: 0.15835,76: 0.15415,777: 0.14165
780: 0.16665,942: 0.16665,24: 0.16665,871: 0.1625,522: 0.1625
780: 0.16665,942: 0.16665,522: 0.1625,880: 0.15835,866: 0.15835
780: 0.16665,942: 0.16665,24: 0.16665,871: 0.1625,522: 0.1625
780: 0.16665,942: 0.16665,24: 0.16665,871: 0.1625,522: 0.1625
942: 0.16665,24: 0.16665,461: 0.15835,136: 0.15415,970: 0.15
780: 0.16665,942: 0.16665,871: 0.1625,522: 0.1625,880: 0.15835
780: 0.16665,942: 0.16665,24: 0.16665,871: 0.1625,522: 0.1625
780: 0.16665,942: 0.16665,871: 0.1625,522: 0.1625,880: 0.15835
24: 0.16665,942: 0.16665,871: 0.1625,461: 0.15835,880: 0.15835
942: 0.16665,24: 0.16665,461: 0.15835,136: 0.15415,970: 0.15
24: 0.16665,942: 0.16665,871: 0.1625,880: 0.15835,461: 0.15835
942: 0.16665,24: 0.16665,461: 0.15835,136: 0.15415,970: 0.15
780: 0.16665,942: 0.16665,24: 0.16665,871: 0.1625,471: 0.15835
24: 0.16665,152: 0.14165,74: 0.14165,15: 0.12085,716: 0.11665
395: 0.15835,131: 0.15,979: 0.12085,46: 0.11665,583: 0.11665
395: 0.15835,131: 0.15,979: 0.12085,46: 0.11665,583: 0.11665
401: 0.20835,141: 0.20835,633: 0.17085,492: 0.17085,780: 0.16665
780: 0.16665,782: 0.1625,913: 0.15835,839: 0.15835,122: 0.15835
633: 0.22084999,492: 0.22084999,819: 0.21665001,465: 0.2125,401: 0.20835
141: 0.25835,633: 0.22084999,492: 0.22084999,819: 0.21665001,465: 0.2125
141: 0.25835,633: 0.22084999,492: 0.22084999,819: 0.21665001,465: 0.2125
401: 0.30835,141: 0.25835,633: 0.22084999,492: 0.22084999,819: 0.21665001
401: 0.30835,141: 0.25835,633: 0.22084999,492: 0.22084999,819: 0.21665001
401: 0.30835,141: 0.25835,633: 0.22084999,492: 0.22084999,819: 0.21665001
401: 0.20835,141: 0.20835,633: 0.17085,492: 0.17085,942: 0.16665
942: 0.16665,782: 0.1625,122: 0.15835,866: 0.15835,913: 0.15835
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
942: 0.16665,929: 0.15415,876: 0.15,954: 0.14165,944: 0.1125
780: 0.16665,839: 0.15835,866: 0.15835,880: 0.15835,141: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,880: 0.15835,141: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,141: 0.15835,832: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,880: 0.15835,141: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,880: 0.15835,141: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,141: 0.15835,832: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,141: 0.15835,832: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,141: 0.15835,880: 0.15835
780: 0.16665,839: 0.15835,866: 0.15835,880: 0.15835,832: 0.15835
780: 0.21665,942: 0.21665,876: 0.2,915: 0.19585,427: 0.15415
780: 0.26665,942: 0.26665,876: 0.25,915: 0.24585,63: 0.23335001
780: 0.21665,942: 0.21665,876: 0.2,915: 0.19585,427: 0.15415
63: 0.23335001,780: 0.21665,942: 0.21665,876: 0.2,915: 0.19585
63: 0.23335001,780: 0.21665,942: 0.21665,876: 0.2,915: 0.19585
942: 0.31665,780: 0.31665,876: 0.3,915: 0.29585,427: 0.25415
942: 0.31665,780: 0.31665,876: 0.3,915: 0.29585,427: 0.25415
780: 0.26665,942: 0.26665,876: 0.25,915: 0.24585,427: 0.20414999
24: 0.16665,880: 0.15835,141: 0.15835,882: 0.15415,71: 0.14585
780: 0.21665,942: 0.21665,876: 0.2,915: 0.19585,24: 0.16665
24: 0.16665,880: 0.15835,141: 0.15835,882: 0.15415,71: 0.14585
24: 0.16665,880: 0.15835,141: 0.15835,882: 0.15415,71: 0.14585
24: 0.16665,880: 0.15835,141: 0.15835,882: 0.15415,71: 0.14585
24: 0.16665,141: 0.15835,880: 0.15835,882: 0.15415,71: 0.14585
24: 0.16665,141: 0.15835,880: 0.15835,882: 0.15415,71: 0.14585
547: 0.3125,31: 0.3125,839: 0.30835003,935: 0.30415,194: 0.29585
935: 0.50415003,194: 0.49585,904: 0.49165002,839: 0.45835,872: 0.44585
547: 0.71250004,31: 0.71250004,935: 0.70415,194: 0.69585,904: 0.69165003
904: 0.89165,839: 0.75835,547: 0.71250004,31: 0.71250004,541: 0.70835
904: 0.89165,839: 0.75835,547: 0.71250004,31: 0.71250004,541: 0.70835
904: 0.89165,839: 0.75835,547: 0.71250004,31: 0.71250004,541: 0.70835
31: 0.71250004,547: 0.71250004,935: 0.70415,194: 0.69585,904: 0.69165003
547: 0.9125,31: 0.9125,935: 0.90415,194: 0.89585,904: 0.89165
31: 0.5125,547: 0.5125,935: 0.50415003,194: 0.49585,904: 0.49165002
31: 0.3125,547: 0.3125,839: 0.30835003,935: 0.30415,872: 0.29585
24: 0.16665,780: 0.16665,522: 0.1625,395: 0.15835,832: 0.15835
24: 0.16665,780: 0.16665,522: 0.1625,832: 0.15835,839: 0.15835
780: 0.16665,24: 0.16665,522: 0.1625,832: 0.15835,839: 0.15835
780: 0.16665,24: 0.16665,522: 0.1625,832: 0.15835,839: 0.15835
24: 0.16665,522: 0.1625,138: 0.15835,395: 0.15835,832: 0.15835
24: 0.16665,522: 0.1625,832: 0.15835,138: 0.15835,395: 0.15835
24: 0.16665,522: 0.1625,832: 0.15835,138: 0.15835,395: 0.15835
24: 0.16665,832: 0.15835,921: 0.14585,15: 0.12085,492: 0.12085
24: 0.16665,832: 0.15835,492: 0.12085,633: 0.12085,655: 0.11665
73: 0.45000002,138: 0.30835003,395: 0.30835003,461: 0.30835003,929: 0.30415
73: 0.75,461: 0.45835,138: 0.45835,395: 0.45835,136: 0.45415002
73: 0.75,461: 0.60835004,395: 0.60835004,138: 0.60835004,136: 0.60415
395: 0.75835,138: 0.75835,136: 0.75415003,929: 0.75415003,73: 0.75
395: 0.75835,138: 0.75835,136: 0.75415003,929: 0.75415003,73: 0.75
73: 1.0500001,395: 0.75835,138: 0.75835,136: 0.75415003,929: 0.75415003
73: 1.35,461: 0.75835,395: 0.75835,138: 0.75835,136: 0.75415003
73: 0.75,395: 0.45835,461: 0.45835,138: 0.45835,136: 0.45415002
73: 1.0500001,395: 0.60835004,461: 0.60835004,138: 0.60835004,929: 0.60415
73: 0.45000002,395: 0.30835003,461: 0.30835003,138: 0.30835003,929: 0.30415
785: 0.16665,942: 0.16665,471: 0.15835,122: 0.15835,913: 0.15835
942: 0.16665,785: 0.16665,122: 0.15835,913: 0.15835,471: 0.15835
942: 0.16665,785: 0.16665,122: 0.15835,913: 0.15835,471: 0.15835
942: 0.16665,785: 0.16665,913: 0.15835,471: 0.15835,122: 0.15835
785: 0.16665,942: 0.16665,913: 0.15835,471: 0.15835,122: 0.15835
839: 0.15835,866: 0.15835,138: 0.15835,141: 0.15835,172: 0.15835
839: 0.15835,866: 0.15835,138: 0.15835,141: 0.15835,172: 0.15835
839: 0.15835,866: 0.15835,138: 0.15835,141: 0.15835,172: 0.15835
839: 0.15835,866: 0.15835,138: 0.15835,141: 0.15835,172: 0.15835
152: 0.29165,782: 0.2625,839: 0.25835,471: 0.25835,866: 0.25835
839: 0.25835,152: 0.24165002,174: 0.23335001,780: 0.21665,24: 0.21665
174: 0.33335,839: 0.30835003,152: 0.29165,780: 0.26665,782: 0.2625
152: 0.29165,782: 0.2625,839: 0.25835,471: 0.25835,866: 0.25835
152: 0.29165,782: 0.2625,839: 0.25835,471: 0.25835,866: 0.25835
174: 0.33335,839: 0.30835003,152: 0.29165,780: 0.26665,782: 0.2625
174: 0.33335,839: 0.30835003,152: 0.29165,780: 0.26665,782: 0.2625
174: 0.23335001,780: 0.21665,782: 0.21249999,471: 0.20835,866: 0.20835
942: 0.21665,24: 0.21665,866: 0.20835,122: 0.20835,172: 0.20835
24: 0.26665,942: 0.26665,461: 0.25835,122: 0.25835,73: 0.25
24: 0.31665,942: 0.31665,866: 0.30835003,122: 0.30835003,172: 0.30835003
942: 0.36665,866: 0.35835,122: 0.35835,461: 0.35835,172: 0.35835
942: 0.36665,866: 0.35835,122: 0.35835,461: 0.35835,172: 0.35835
942: 0.36665,866: 0.35835,122: 0.35835,461: 0.35835,172: 0.35835
24: 0.36665,942: 0.36665,866: 0.35835,122: 0.35835,461: 0.35835
24: 0.31665,942: 0.31665,48: 0.31665,866: 0.30835003,122: 0.30835003
48: 0.26665002,122: 0.25835,73: 0.25,24: 0.21665,942: 0.21665
48: 0.31665,122: 0.30835003,73: 0.3,24: 0.26665,942: 0.26665
48: 0.21665001,122: 0.20835,882: 0.20414999,73: 0.2,844: 0.2
48: 0.21665001,122: 0.20835,882: 0.20414999,73: 0.2,844: 0.2
24: 0.16665,782: 0.1625,522: 0.1625,913: 0.15835,138: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,138: 0.15835,141: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,913: 0.15835,138: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,913: 0.15835,138: 0.15835
24: 0.16665,522: 0.1625,782: 0.1625,913: 0.15835,141: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835,880: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,839: 0.15835,395: 0.15835
24: 0.16665,522: 0.1625,782: 0.1625,395: 0.15835,880: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,871: 0.1625,138: 0.15835
24: 0.16665,782: 0.1625,522: 0.1625,871: 0.1625,138: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,141: 0.15835,138: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,913: 0.15835,471: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,141: 0.15835,138: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,141: 0.15835,866: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,141: 0.15835,138: 0.15835
24: 0.16665,871: 0.1625,141: 0.15835,880: 0.15835,138: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,141: 0.15835,138: 0.15835
24: 0.16665,871: 0.1625,880: 0.15835,141: 0.15835,866: 0.15835
24: 0.16665,880: 0.15835,141: 0.15835,882: 0.15415,921: 0.14585
24: 0.16665,141: 0.15835,880: 0.15835,882: 0.15415,921: 0.14585
522: 0.1625,839: 0.15835,138: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,839: 0.15835,138: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,839: 0.15835,138: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,138: 0.15835,839: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,839: 0.15835,138: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,138: 0.15835,839: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,138: 0.15835,839: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,138: 0.15835,839: 0.15835,456: 0.15,174: 0.13335
522: 0.1625,138: 0.15835,839: 0.15835,456: 0.15,174: 0.13335
395: 0.15835,389: 0.15,778: 0.14165,155: 0.125,492: 0.12085
395: 0.15835,389: 0.15,778: 0.14165,155: 0.125,492: 0.12085
522: 0.1625,138: 0.15835,839: 0.15835,395: 0.15835,456: 0.15
395: 0.15835,389: 0.15,778: 0.14165,155: 0.125,492: 0.12085
395: 0.15835,389: 0.15,778: 0.14165,155: 0.125,492: 0.12085
395: 0.15835,389: 0.15,778: 0.14165,155: 0.125,492: 0.12085
395: 0.15835,389: 0.15,778: 0.14165,155: 0.125,492: 0.12085
976: 0.10415,485: 0.09585,948: 0.075,280: 0.06665,None
976: 0.10415,485: 0.09585,948: 0.075,280: 0.06665,None
871: 0.1625,913: 0.15835,471: 0.15835,141: 0.15835,876: 0.15
871: 0.1625,913: 0.15835,471: 0.15835,141: 0.15835,876: 0.15
871: 0.1625,913: 0.15835,471: 0.15835,141: 0.15835,876: 0.15
871: 0.1625,782: 0.1625,913: 0.15835,471: 0.15835,141: 0.15835
74: 0.24165002,942: 0.21665,118: 0.2125,696: 0.20835,938: 0.20835
55: 0.47500002,970: 0.35000002,778: 0.34165,953: 0.34165,74: 0.34165
55: 0.47500002,970: 0.35000002,118: 0.3125,510: 0.30835,73: 0.3
118: 0.2625,510: 0.25835,73: 0.25,36: 0.25,900: 0.24165002
942: 0.21665,73: 0.2,970: 0.2,74: 0.19165,953: 0.19165
55: 0.375,73: 0.35000002,74: 0.34165,942: 0.31665,118: 0.3125
55: 0.47500002,942: 0.36665,970: 0.35000002,73: 0.35000002,778: 0.34165
942: 0.21665,970: 0.2,73: 0.2,74: 0.19165,953: 0.19165
55: 0.275,942: 0.26665,970: 0.25,73: 0.25,74: 0.24165002
55: 0.375,942: 0.31665,970: 0.3,73: 0.3,74: 0.29165
942: 0.16665,24: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835
942: 0.16665,24: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835
942: 0.16665,24: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835
942: 0.16665,24: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835
942: 0.16665,24: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835
24: 0.16665,942: 0.16665,522: 0.1625,782: 0.1625,880: 0.15835
942: 0.16665,24: 0.16665,782: 0.1625,522: 0.1625,880: 0.15835
24: 0.16665,942: 0.16665,522: 0.1625,782: 0.1625,880: 0.15835
24: 0.16665,942: 0.16665,522: 0.1625,782: 0.1625,471: 0.15835
24: 0.16665,942: 0.16665,782: 0.1625,522: 0.1625,471: 0.15835
522: 0.1625,782: 0.1625,395: 0.15835,913: 0.15835,471: 0.15835
