Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
782: 0.175,610: 0.165,866: 0.165,557: 0.165,746: 0.16
782: 0.175,610: 0.165,557: 0.165,866: 0.165,746: 0.16
782: 0.175,866: 0.165,613: 0.155,922: 0.155,458: 0.155
713: 0.165,918: 0.165,136: 0.155,138: 0.155,458: 0.155
713: 0.165,918: 0.165,136: 0.155,138: 0.155,458: 0.155
713: 0.165,918: 0.165,136: 0.155,138: 0.155,458: 0.155
713: 0.165,918: 0.165,138: 0.155,458: 0.155,131: 0.155
713: 0.165,918: 0.165,136: 0.155,138: 0.155,458: 0.155
713: 0.165,918: 0.165,131: 0.155,138: 0.155,458: 0.155
713: 0.165,918: 0.165,131: 0.155,138: 0.155,458: 0.155
713: 0.165,918: 0.165,131: 0.155,458: 0.155,138: 0.155
713: 0.165,918: 0.165,131: 0.155,138: 0.155,458: 0.155
782: 0.175,713: 0.165,918: 0.165,610: 0.165,557: 0.165
782: 0.175,610: 0.165,918: 0.165,557: 0.165,728: 0.16
782: 0.175,610: 0.165,557: 0.165,918: 0.165,755: 0.16
782: 0.175,918: 0.165,610: 0.165,557: 0.165,755: 0.16
782: 0.175,610: 0.165,918: 0.165,557: 0.165,728: 0.16
782: 0.175,610: 0.165,918: 0.165,557: 0.165,728: 0.16
782: 0.175,610: 0.165,557: 0.165,918: 0.165,755: 0.16
782: 0.175,918: 0.165,755: 0.16,389: 0.14,165: 0.13
782: 0.175,918: 0.165,755: 0.16,389: 0.14,165: 0.13
127: 0.15,965: 0.145,945: 0.145,954: 0.135,375: 0.115
127: 0.15,965: 0.145,945: 0.145,954: 0.135,375: 0.115
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,655: 0.17,712: 0.17
567: 0.31,661: 0.25,782: 0.175,722: 0.17,655: 0.17
567: 0.31,661: 0.25,782: 0.175,655: 0.17,712: 0.17
121: 0.145,921: 0.135,29: 0.12,246: 0.115,842: 0.115
589: 0.26,780: 0.17,617: 0.165,678: 0.165,660: 0.165
589: 0.26,780: 0.17,617: 0.165,678: 0.165,660: 0.165
589: 0.26,780: 0.17,617: 0.165,678: 0.165,660: 0.165
589: 0.26,780: 0.17,678: 0.165,633: 0.165,660: 0.165
589: 0.26,780: 0.17,660: 0.165,617: 0.165,678: 0.165
589: 0.26,780: 0.17,617: 0.165,678: 0.165,660: 0.165
589: 0.26,780: 0.17,678: 0.165,660: 0.165,617: 0.165
589: 0.26,780: 0.17,617: 0.165,678: 0.165,633: 0.165
589: 0.26,780: 0.17,678: 0.165,633: 0.165,660: 0.165
661: 0.25,782: 0.175,655: 0.17,522: 0.165,882: 0.165
661: 0.25,782: 0.175,655: 0.17,522: 0.165,882: 0.165
661: 0.25,782: 0.175,655: 0.17,522: 0.165,882: 0.165
661: 0.25,782: 0.175,655: 0.17,522: 0.165,882: 0.165
661: 0.25,782: 0.175,655: 0.17,882: 0.165,610: 0.165
661: 0.25,782: 0.175,655: 0.17,610: 0.165,882: 0.165
661: 0.25,782: 0.175,655: 0.17,547: 0.165,660: 0.165
655: 0.17,633: 0.165,832: 0.165,713: 0.165,696: 0.16
661: 0.25,782: 0.175,655: 0.17,832: 0.165,866: 0.165
661: 0.25,782: 0.175,655: 0.17,832: 0.165,557: 0.165
655: 0.17,633: 0.165,832: 0.165,866: 0.165,713: 0.165
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,430: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,430: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
866: 0.165,692: 0.16,131: 0.155,962: 0.12,162: 0.115
589: 0.26,780: 0.17,678: 0.165,660: 0.165,617: 0.165
542: 0.285,589: 0.26,661: 0.25,780: 0.17,678: 0.165
542: 0.285,589: 0.26,661: 0.25,780: 0.17,722: 0.17
542: 0.285,553: 0.285,589: 0.26,661: 0.25,780: 0.17
542: 0.285,553: 0.285,589: 0.26,661: 0.25,780: 0.17
553: 0.285,542: 0.285,589: 0.26,661: 0.25,722: 0.17
542: 0.285,553: 0.285,589: 0.26,661: 0.25,780: 0.17
542: 0.285,553: 0.285,589: 0.26,661: 0.25,780: 0.17
553: 0.285,542: 0.285,589: 0.26,661: 0.25,712: 0.17
567: 0.31,542: 0.285,553: 0.285,589: 0.26,661: 0.25
567: 0.31,553: 0.285,589: 0.26,661: 0.25,655: 0.17
567: 0.31,553: 0.285,589: 0.26,661: 0.25,712: 0.17
567: 0.31,553: 0.285,712: 0.17,635: 0.165,986: 0.165
567: 0.31,633: 0.165,986: 0.165,635: 0.165,583: 0.165
567: 0.31,633: 0.165,635: 0.165,986: 0.165,583: 0.165
567: 0.31,633: 0.165,635: 0.165,986: 0.165,583: 0.165
567: 0.31,583: 0.165,635: 0.165,632: 0.155,604: 0.15
542: 0.285,712: 0.17,722: 0.17,583: 0.165,986: 0.165
542: 0.285,712: 0.17,722: 0.17,583: 0.165,986: 0.165
567: 0.31,542: 0.285,782: 0.175,712: 0.17,780: 0.17
567: 0.31,542: 0.285,782: 0.175,712: 0.17,780: 0.17
567: 0.31,542: 0.285,782: 0.175,712: 0.17,780: 0.17
642: 0.33,567: 0.31,542: 0.285,782: 0.175,780: 0.17
642: 0.33,567: 0.31,542: 0.285,782: 0.175,722: 0.17
642: 0.33,567: 0.31,542: 0.285,782: 0.175,712: 0.17
642: 0.33,567: 0.31,542: 0.285,782: 0.175,712: 0.17
642: 0.33,542: 0.285,782: 0.175,655: 0.17,712: 0.17
642: 0.33,782: 0.175,655: 0.17,722: 0.17,633: 0.165
642: 0.33,782: 0.175,655: 0.17,722: 0.17,866: 0.165
782: 0.175,722: 0.17,866: 0.165,678: 0.165,918: 0.165
782: 0.175,722: 0.17,866: 0.165,678: 0.165,918: 0.165
782: 0.175,722: 0.17,918: 0.165,866: 0.165,678: 0.165
782: 0.175,722: 0.17,678: 0.165,866: 0.165,918: 0.165
782: 0.175,722: 0.17,866: 0.165,678: 0.165,918: 0.165
782: 0.175,722: 0.17,678: 0.165,866: 0.165,918: 0.165
929: 0.155,129: 0.145,685: 0.14,876: 0.14,954: 0.135
929: 0.155,129: 0.145,685: 0.14,876: 0.14,954: 0.135
929: 0.155,129: 0.145,685: 0.14,876: 0.14,954: 0.135
929: 0.155,129: 0.145,876: 0.14,685: 0.14,954: 0.135
929: 0.155,129: 0.145,685: 0.14,876: 0.14,954: 0.135
929: 0.155,129: 0.145,685: 0.14,876: 0.14,954: 0.135
929: 0.155,129: 0.145,876: 0.14,685: 0.14,954: 0.135
929: 0.155,129: 0.145,876: 0.14,685: 0.14,954: 0.135
929: 0.155,129: 0.145,685: 0.14,876: 0.14,954: 0.135
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
589: 0.26,661: 0.25,780: 0.17,722: 0.17,712: 0.17
589: 0.26,661: 0.25,712: 0.17,722: 0.17,780: 0.17
780: 0.17,667: 0.155,915: 0.14,876: 0.14,427: 0.105
780: 0.17,667: 0.155,915: 0.14,876: 0.14,427: 0.105
780: 0.17,667: 0.155,915: 0.14,876: 0.14,427: 0.105
780: 0.17,667: 0.155,915: 0.14,876: 0.14,427: 0.105
780: 0.17,722: 0.17,655: 0.17,882: 0.165,667: 0.155
780: 0.17,667: 0.155,915: 0.14,876: 0.14,427: 0.105
780: 0.17,722: 0.17,655: 0.17,882: 0.165,667: 0.155
655: 0.17,722: 0.17,882: 0.165,756: 0.155,141: 0.155
780: 0.17,722: 0.17,655: 0.17,882: 0.165,667: 0.155
722: 0.17,780: 0.17,655: 0.17,882: 0.165,667: 0.155
655: 0.17,722: 0.17,882: 0.165,756: 0.155,141: 0.155
655: 0.17,722: 0.17,882: 0.165,756: 0.155,880: 0.155
655: 0.17,722: 0.17,882: 0.165,756: 0.155,141: 0.155
655: 0.17,722: 0.17,882: 0.165,756: 0.155,880: 0.155
655: 0.17,722: 0.17,882: 0.165,674: 0.155,880: 0.155
567: 0.31,661: 0.25,782: 0.175,712: 0.17,547: 0.165
567: 0.31,661: 0.25,782: 0.175,712: 0.17,547: 0.165
567: 0.31,661: 0.25,782: 0.175,712: 0.17,547: 0.165
567: 0.31,661: 0.25,782: 0.175,712: 0.17,547: 0.165
567: 0.31,589: 0.31,696: 0.26,661: 0.25,655: 0.22
567: 0.31,589: 0.31,661: 0.3,696: 0.26,621: 0.225
567: 0.31,589: 0.31,696: 0.26,661: 0.25,621: 0.225
567: 0.31,589: 0.31,696: 0.26,661: 0.25,621: 0.225
589: 0.31,567: 0.31,661: 0.3,696: 0.26,621: 0.225
621: 0.225,655: 0.17,780: 0.17,633: 0.165,882: 0.165
567: 0.31,589: 0.31,661: 0.3,696: 0.26,621: 0.225
589: 0.31,661: 0.3,696: 0.26,621: 0.225,655: 0.22
655: 0.17,633: 0.165,882: 0.165,522: 0.165,832: 0.165
655: 0.17,882: 0.165,633: 0.165,713: 0.165,522: 0.165
621: 0.225,655: 0.17,780: 0.17,882: 0.165,633: 0.165
621: 0.225,655: 0.17,780: 0.17,832: 0.165,882: 0.165
655: 0.17,633: 0.165,882: 0.165,713: 0.165,522: 0.165
655: 0.17,633: 0.165,713: 0.165,832: 0.165,696: 0.16
655: 0.17,633: 0.165,713: 0.165,832: 0.165,696: 0.16
660: 0.165,675: 0.155,136: 0.155,929: 0.155,395: 0.155
660: 0.165,675: 0.155,136: 0.155,929: 0.155,395: 0.155
660: 0.165,785: 0.165,547: 0.165,986: 0.165,138: 0.155
660: 0.165,675: 0.155,136: 0.155,929: 0.155,395: 0.155
660: 0.165,675: 0.155,136: 0.155,929: 0.155,395: 0.155
660: 0.165,675: 0.155,929: 0.155,136: 0.155,395: 0.155
785: 0.165,547: 0.165,986: 0.165,660: 0.165,395: 0.155
785: 0.165,547: 0.165,986: 0.165,660: 0.165,395: 0.155
785: 0.165,547: 0.165,986: 0.165,660: 0.165,395: 0.155
785: 0.165,547: 0.165,986: 0.165,660: 0.165,675: 0.155
986: 0.165,785: 0.165,547: 0.165,674: 0.155,632: 0.155
986: 0.165,547: 0.165,785: 0.165,632: 0.155,983: 0.155
785: 0.165,547: 0.165,986: 0.165,913: 0.155,983: 0.155
785: 0.165,547: 0.165,986: 0.165,913: 0.155,983: 0.155
547: 0.165,785: 0.165,986: 0.165,913: 0.155,983: 0.155
660: 0.165,866: 0.165,882: 0.165,131: 0.155,138: 0.155
660: 0.165,866: 0.165,882: 0.165,131: 0.155,138: 0.155
660: 0.165,866: 0.165,882: 0.165,131: 0.155,138: 0.155
660: 0.165,866: 0.165,882: 0.165,131: 0.155,138: 0.155
782: 0.175,780: 0.17,660: 0.165,866: 0.165,882: 0.165
782: 0.175,780: 0.17,882: 0.165,866: 0.165,660: 0.165
782: 0.175,780: 0.17,522: 0.165,866: 0.165,660: 0.165
782: 0.175,780: 0.17,866: 0.165,882: 0.165,660: 0.165
782: 0.175,780: 0.17,522: 0.165,866: 0.165,692: 0.16
782: 0.175,780: 0.17,866: 0.165,522: 0.165,692: 0.16
782: 0.175,780: 0.17,866: 0.165,522: 0.165,692: 0.16
782: 0.175,780: 0.17,866: 0.165,692: 0.16,541: 0.155
598: 0.28,736: 0.28,866: 0.165,547: 0.165,632: 0.155
553: 0.285,598: 0.28,682: 0.28,736: 0.28,610: 0.165
553: 0.285,598: 0.28,682: 0.28,736: 0.28,610: 0.165
553: 0.285,598: 0.28,682: 0.28,736: 0.28,610: 0.165
553: 0.285,598: 0.28,682: 0.28,736: 0.28,610: 0.165
553: 0.285,598: 0.28,682: 0.28,736: 0.28,610: 0.165
553: 0.285,736: 0.28,682: 0.28,598: 0.28,866: 0.165
553: 0.285,736: 0.28,682: 0.28,598: 0.28,610: 0.165
882: 0.165,547: 0.165,584: 0.155,568: 0.15,122: 0.15
882: 0.165,547: 0.165,584: 0.155,568: 0.15,122: 0.15
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,104: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,104: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
660: 0.165,465: 0.155,876: 0.14,838: 0.125,40: 0.115
782: 0.175,722: 0.17,660: 0.165,918: 0.165,522: 0.165
782: 0.175,722: 0.17,660: 0.165,918: 0.165,522: 0.165
782: 0.175,722: 0.17,660: 0.165,918: 0.165,522: 0.165
589: 0.26,782: 0.175,722: 0.17,712: 0.17,660: 0.165
589: 0.26,782: 0.175,722: 0.17,712: 0.17,660: 0.165
589: 0.26,782: 0.175,722: 0.17,712: 0.17,918: 0.165
589: 0.26,782: 0.175,712: 0.17,722: 0.17,918: 0.165
589: 0.26,782: 0.175,722: 0.17,712: 0.17,610: 0.165
589: 0.26,782: 0.175,712: 0.17,722: 0.17,610: 0.165
567: 0.31,589: 0.26,712: 0.17,655: 0.17,722: 0.17
589: 0.26,782: 0.175,712: 0.17,722: 0.17,610: 0.165
567: 0.31,655: 0.17,722: 0.17,871: 0.165,882: 0.165
567: 0.31,655: 0.17,722: 0.17,871: 0.165,882: 0.165
567: 0.31,722: 0.17,655: 0.17,882: 0.165,871: 0.165
567: 0.31,722: 0.17,655: 0.17,547: 0.165,866: 0.165
567: 0.31,655: 0.17,722: 0.17,882: 0.165,866: 0.165
567: 0.31,655: 0.17,722: 0.17,871: 0.165,882: 0.165
722: 0.17,655: 0.17,882: 0.165,141: 0.155,880: 0.155
567: 0.31,655: 0.17,722: 0.17,882: 0.165,871: 0.165
722: 0.17,655: 0.17,882: 0.165,674: 0.155,880: 0.155
655: 0.17,522: 0.165,839: 0.155,138: 0.155,590: 0.145
655: 0.17,522: 0.165,839: 0.155,138: 0.155,590: 0.145
655: 0.17,522: 0.165,839: 0.155,138: 0.155,590: 0.145
655: 0.17,522: 0.165,839: 0.155,138: 0.155,590: 0.145
655: 0.17,522: 0.165,138: 0.155,839: 0.155,590: 0.145
655: 0.17,522: 0.165,839: 0.155,138: 0.155,590: 0.145
655: 0.17,522: 0.165,839: 0.155,138: 0.155,590: 0.145
655: 0.17,522: 0.165,138: 0.155,839: 0.155,590: 0.145
655: 0.17,522: 0.165,138: 0.155,839: 0.155,590: 0.145
661: 0.3,948: 0.275,6: 0.255,976: 0.255,485: 0.245
661: 0.3,948: 0.275,6: 0.255,976: 0.255,485: 0.245
661: 0.3,948: 0.275,280: 0.24000001,655: 0.22,986: 0.215
661: 0.3,655: 0.22,986: 0.215,395: 0.205,465: 0.205
661: 0.3,948: 0.275,6: 0.255,485: 0.245,280: 0.24000001
948: 0.375,661: 0.3,280: 0.29000002,6: 0.255,976: 0.255
948: 0.375,661: 0.3,280: 0.29000002,976: 0.255,6: 0.255
948: 0.17500001,976: 0.155,6: 0.155,485: 0.145,70: 0.14
948: 0.275,976: 0.205,6: 0.205,485: 0.195,280: 0.19
871: 0.165,660: 0.165,131: 0.155,913: 0.155,141: 0.155
871: 0.165,660: 0.165,131: 0.155,913: 0.155,141: 0.155
871: 0.165,660: 0.165,131: 0.155,913: 0.155,141: 0.155
871: 0.165,660: 0.165,131: 0.155,913: 0.155,141: 0.155
782: 0.175,660: 0.165,871: 0.165,557: 0.165,610: 0.165
782: 0.175,871: 0.165,660: 0.165,557: 0.165,610: 0.165
782: 0.175,871: 0.165,557: 0.165,610: 0.165,832: 0.165
782: 0.175,660: 0.165,871: 0.165,557: 0.165,610: 0.165
782: 0.175,557: 0.165,610: 0.165,832: 0.165,547: 0.165
782: 0.175,610: 0.165,832: 0.165,557: 0.165,547: 0.165
782: 0.175,610: 0.165,832: 0.165,557: 0.165,547: 0.165
782: 0.175,610: 0.165,547: 0.165,832: 0.165,557: 0.165
557: 0.165,610: 0.165,692: 0.16,696: 0.16,569: 0.155
610: 0.165,557: 0.165,692: 0.16,696: 0.16,699: 0.155
782: 0.175,678: 0.165,610: 0.165,522: 0.165,692: 0.16
782: 0.175,678: 0.165,610: 0.165,522: 0.165,692: 0.16
782: 0.175,678: 0.165,610: 0.165,522: 0.165,692: 0.16
782: 0.175,678: 0.165,610: 0.165,522: 0.165,692: 0.16
782: 0.175,610: 0.165,678: 0.165,522: 0.165,692: 0.16
682: 0.28,782: 0.175,655: 0.17,522: 0.165,610: 0.165
782: 0.175,678: 0.165,610: 0.165,522: 0.165,692: 0.16
782: 0.175,522: 0.165,678: 0.165,610: 0.165,755: 0.16
682: 0.28,782: 0.175,655: 0.17,678: 0.165,610: 0.165
682: 0.28,782: 0.175,655: 0.17,610: 0.165,678: 0.165
682: 0.28,655: 0.17,882: 0.165,633: 0.165,522: 0.165
553: 0.285,682: 0.28,782: 0.175,655: 0.17,522: 0.165
553: 0.285,682: 0.28,782: 0.175,655: 0.17,633: 0.165
553: 0.285,682: 0.28,782: 0.175,655: 0.17,522: 0.165
553: 0.285,682: 0.28,782: 0.175,655: 0.17,522: 0.165
553: 0.285,682: 0.28,782: 0.175,655: 0.17,522: 0.165
553: 0.285,682: 0.28,782: 0.175,655: 0.17,522: 0.165
918: 0.165,678: 0.165,610: 0.165,583: 0.165,674: 0.155
553: 0.285,682: 0.28,782: 0.175,882: 0.165,610: 0.165
610: 0.165,678: 0.165,583: 0.165,918: 0.165,922: 0.155
866: 0.165,583: 0.165,522: 0.165,922: 0.155,983: 0.155
866: 0.165,583: 0.165,522: 0.165,922: 0.155,983: 0.155
722: 0.17,882: 0.165,633: 0.165,866: 0.165,583: 0.165
722: 0.17,882: 0.165,633: 0.165,866: 0.165,583: 0.165
722: 0.17,882: 0.165,633: 0.165,866: 0.165,583: 0.165
722: 0.17,882: 0.165,633: 0.165,866: 0.165,583: 0.165
722: 0.17,882: 0.165,633: 0.165,866: 0.165,583: 0.165
722: 0.17,882: 0.165,633: 0.165,866: 0.165,583: 0.165
722: 0.17,522: 0.165,882: 0.165,633: 0.165,866: 0.165
722: 0.17,522: 0.165,882: 0.165,633: 0.165,866: 0.165
676: 0.155,194: 0.125,377: 0.12,182: 0.115,221: 0.115
676: 0.155,194: 0.125,377: 0.12,182: 0.115,221: 0.115
676: 0.155,194: 0.125,377: 0.12,182: 0.115,221: 0.115
676: 0.155,194: 0.125,377: 0.12,182: 0.115,221: 0.115
678: 0.165,610: 0.165,986: 0.165,522: 0.165,746: 0.16
678: 0.165,610: 0.165,986: 0.165,522: 0.165,660: 0.165
678: 0.165,610: 0.165,986: 0.165,522: 0.165,660: 0.165
678: 0.165,610: 0.165,986: 0.165,522: 0.165,660: 0.165
522: 0.165,610: 0.165,678: 0.165,660: 0.165,866: 0.165
712: 0.17,610: 0.165,678: 0.165,660: 0.165,866: 0.165
712: 0.17,610: 0.165,678: 0.165,660: 0.165,866: 0.165
712: 0.17,866: 0.165,610: 0.165,660: 0.165,918: 0.165
712: 0.17,522: 0.165,557: 0.165,610: 0.165,660: 0.165
712: 0.17,918: 0.165,660: 0.165,522: 0.165,557: 0.165
