Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
121: 0.175,780: 0.175,6: 0.15,629: 0.125,581: 0.125
121: 0.175,780: 0.175,6: 0.15,629: 0.125,581: 0.125
121: 0.175,780: 0.175,6: 0.15,678: 0.125,510: 0.125
780: 0.175,121: 0.175,6: 0.15,629: 0.125,581: 0.125
121: 0.175,780: 0.175,6: 0.15,29: 0.125,488: 0.125
121: 0.175,780: 0.175,6: 0.15,629: 0.125,463: 0.125
121: 0.175,780: 0.175,6: 0.15,593: 0.125,778: 0.125
121: 0.175,780: 0.175,6: 0.15,46: 0.125,808: 0.125
73: 0.3,522: 0.175,155: 0.175,882: 0.175,24: 0.175
73: 0.3,522: 0.175,155: 0.175,882: 0.175,24: 0.175
73: 0.3,522: 0.175,155: 0.175,882: 0.175,24: 0.175
73: 0.3,522: 0.175,155: 0.175,882: 0.175,24: 0.175
73: 0.3,882: 0.175,24: 0.175,172: 0.175,471: 0.175
73: 0.3,882: 0.175,24: 0.175,922: 0.175,839: 0.175
73: 0.3,839: 0.175,922: 0.175,832: 0.175,141: 0.175
73: 0.3,141: 0.175,832: 0.175,922: 0.175,839: 0.175
24: 0.175,832: 0.175,6: 0.15,655: 0.125,272: 0.125
73: 0.3,929: 0.175,942: 0.175,122: 0.175,782: 0.175
24: 0.175,832: 0.175,866: 0.175,6: 0.15,481: 0.125
866: 0.175,721: 0.125,162: 0.125,430: 0.125,131: 0.125
866: 0.175,430: 0.125,131: 0.125,962: 0.125,848: 0.125
866: 0.175,721: 0.125,162: 0.125,430: 0.125,131: 0.125
866: 0.175,240: 0.125,808: 0.125,721: 0.125,162: 0.125
866: 0.175,430: 0.125,131: 0.125,848: 0.125,721: 0.125
866: 0.175,808: 0.125,240: 0.125,721: 0.125,162: 0.125
866: 0.175,721: 0.125,162: 0.125,430: 0.125,131: 0.125
866: 0.175,721: 0.125,162: 0.125,131: 0.125,430: 0.125
866: 0.175,721: 0.125,162: 0.125,430: 0.125,131: 0.125
121: 0.175,780: 0.175,6: 0.15,629: 0.125,463: 0.125
121: 0.175,780: 0.175,76: 0.175,6: 0.15,629: 0.125
121: 0.175,780: 0.175,76: 0.175,866: 0.175,6: 0.15
121: 0.175,780: 0.175,76: 0.175,866: 0.175,149: 0.175
76: 0.175,866: 0.175,121: 0.175,149: 0.175,471: 0.175
922: 0.175,839: 0.175,780: 0.175,871: 0.175,872: 0.175
121: 0.175,76: 0.175,780: 0.175,866: 0.175,149: 0.175
76: 0.175,149: 0.175,471: 0.175,985: 0.175,121: 0.175
871: 0.175,780: 0.175,872: 0.175,979: 0.175,522: 0.175
70: 0.275,979: 0.175,522: 0.175,149: 0.175,471: 0.175
70: 0.275,149: 0.175,471: 0.175,121: 0.175,866: 0.175
70: 0.275,979: 0.175,76: 0.175,985: 0.175,136: 0.175
70: 0.275,969: 0.175,155: 0.175,136: 0.175,940: 0.175
70: 0.275,969: 0.175,155: 0.175,136: 0.175,940: 0.175
70: 0.275,136: 0.175,942: 0.175,940: 0.175,24: 0.175
70: 0.275,461: 0.175,872: 0.175,871: 0.175,839: 0.175
70: 0.275,24: 0.175,503: 0.125,152: 0.125,104: 0.125
979: 0.175,395: 0.175,571: 0.125,998: 0.125,46: 0.125
844: 0.22500001,882: 0.225,793: 0.225,866: 0.225,782: 0.225
979: 0.175,395: 0.175,571: 0.125,998: 0.125,46: 0.125
979: 0.25,844: 0.22500001,915: 0.22500001,882: 0.225,793: 0.225
979: 0.25,929: 0.25,913: 0.25,922: 0.25,844: 0.22500001
922: 0.325,913: 0.3,915: 0.3,538: 0.3,979: 0.3
922: 0.325,915: 0.3,538: 0.3,979: 0.3,131: 0.275
922: 0.325,915: 0.3,538: 0.3,979: 0.275,131: 0.275
922: 0.325,915: 0.3,538: 0.3,979: 0.3,131: 0.275
922: 0.3,913: 0.275,538: 0.275,70: 0.275,76: 0.275
922: 0.275,70: 0.275,913: 0.25,76: 0.25,942: 0.25
70: 0.275,922: 0.25,913: 0.225,76: 0.225,942: 0.225
70: 0.275,782: 0.175,122: 0.175,141: 0.175,918: 0.175
70: 0.275,833: 0.175,913: 0.175,922: 0.175,422: 0.175
70: 0.275,121: 0.175,866: 0.175,913: 0.175,833: 0.175
70: 0.275,913: 0.175,833: 0.175,839: 0.175,422: 0.175
70: 0.275,422: 0.175,839: 0.175,922: 0.175,866: 0.175
70: 0.275,422: 0.175,839: 0.175,922: 0.175,866: 0.175
834: 0.2,942: 0.2,929: 0.2,876: 0.17500001,954: 0.15
942: 0.225,929: 0.225,834: 0.2,960: 0.2,938: 0.2
834: 0.225,942: 0.225,929: 0.225,951: 0.2,876: 0.2
942: 0.225,929: 0.225,834: 0.2,960: 0.2,92: 0.2
834: 0.2,960: 0.2,942: 0.2,929: 0.2,876: 0.17500001
960: 0.25,942: 0.25,929: 0.25,834: 0.25,876: 0.22500001
960: 0.25,942: 0.25,929: 0.25,834: 0.25,876: 0.22500001
942: 0.2,929: 0.2,834: 0.2,876: 0.17500001,959: 0.15
942: 0.225,929: 0.225,834: 0.225,876: 0.2,960: 0.2
882: 0.175,833: 0.175,839: 0.175,458: 0.175,866: 0.175
882: 0.175,833: 0.175,839: 0.175,458: 0.175,866: 0.175
882: 0.175,833: 0.175,839: 0.175,458: 0.175,866: 0.175
882: 0.175,833: 0.175,839: 0.175,458: 0.175,866: 0.175
839: 0.175,882: 0.175,833: 0.175,458: 0.175,866: 0.175
833: 0.175,882: 0.175,839: 0.175,458: 0.175,866: 0.175
839: 0.175,882: 0.175,833: 0.175,866: 0.175,458: 0.175
866: 0.175,458: 0.175,512: 0.175,780: 0.175,141: 0.175
832: 0.175,141: 0.175,833: 0.175,882: 0.175,458: 0.175
942: 0.175,780: 0.175,915: 0.15,876: 0.15,427: 0.1
942: 0.175,780: 0.175,915: 0.15,876: 0.15,427: 0.1
942: 0.175,780: 0.175,915: 0.15,876: 0.15,427: 0.1
942: 0.175,780: 0.175,915: 0.15,876: 0.15,427: 0.1
942: 0.175,780: 0.175,915: 0.15,876: 0.15,427: 0.1
780: 0.175,24: 0.175,882: 0.175,942: 0.175,979: 0.175
780: 0.175,24: 0.175,882: 0.175,942: 0.175,979: 0.175
979: 0.175,882: 0.175,24: 0.175,121: 0.175,141: 0.175
979: 0.175,882: 0.175,24: 0.175,121: 0.175,141: 0.175
24: 0.175,882: 0.175,979: 0.175,780: 0.175,121: 0.175
780: 0.175,24: 0.175,882: 0.175,942: 0.175,979: 0.175
979: 0.175,882: 0.175,24: 0.175,121: 0.175,141: 0.175
979: 0.175,24: 0.175,882: 0.175,121: 0.175,141: 0.175
24: 0.175,882: 0.175,121: 0.175,141: 0.175,979: 0.175
882: 0.175,24: 0.175,141: 0.175,121: 0.175,979: 0.175
155: 0.175,871: 0.175,872: 0.175,782: 0.175,122: 0.175
155: 0.175,871: 0.175,872: 0.175,782: 0.175,122: 0.175
155: 0.175,871: 0.175,872: 0.175,782: 0.175,122: 0.175
155: 0.175,871: 0.175,872: 0.175,782: 0.175,122: 0.175
871: 0.175,872: 0.175,782: 0.175,122: 0.175,832: 0.175
73: 0.3,839: 0.175,922: 0.175,422: 0.175,76: 0.175
73: 0.3,138: 0.175,833: 0.175,471: 0.175,512: 0.175
73: 0.3,832: 0.175,461: 0.175,922: 0.175,422: 0.175
73: 0.3,872: 0.175,417: 0.175,871: 0.175,780: 0.175
73: 0.3,872: 0.175,871: 0.175,417: 0.175,780: 0.175
73: 0.3,24: 0.175,882: 0.175,839: 0.175,149: 0.175
73: 0.3,882: 0.175,149: 0.175,512: 0.175,78: 0.175
73: 0.3,839: 0.175,138: 0.175,149: 0.175,78: 0.175
73: 0.3,417: 0.175,138: 0.175,395: 0.175,839: 0.175
73: 0.3,882: 0.175,24: 0.175,395: 0.175,149: 0.175
73: 0.3,395: 0.175,839: 0.175,24: 0.175,882: 0.175
73: 0.3,839: 0.175,78: 0.175,24: 0.175,882: 0.175
24: 0.175,832: 0.175,6: 0.15,921: 0.125,903: 0.125
24: 0.175,832: 0.175,6: 0.15,283: 0.125,863: 0.125
73: 0.3,136: 0.175,929: 0.175,461: 0.175,395: 0.175
73: 0.3,136: 0.175,929: 0.175,461: 0.175,395: 0.175
73: 0.3,136: 0.175,929: 0.175,461: 0.175,395: 0.175
73: 0.3,99: 0.225,76: 0.225,938: 0.225,872: 0.225
73: 0.3,136: 0.175,929: 0.175,461: 0.175,395: 0.175
73: 0.3,929: 0.175,136: 0.175,461: 0.175,395: 0.175
938: 0.325,73: 0.3,785: 0.275,872: 0.275,913: 0.275
938: 0.325,149: 0.325,471: 0.325,99: 0.325,76: 0.325
913: 0.375,512: 0.375,122: 0.375,942: 0.375,99: 0.375
73: 0.45000002,938: 0.425,913: 0.375,512: 0.375,122: 0.375
73: 0.4,913: 0.375,512: 0.375,122: 0.375,942: 0.375
938: 0.525,73: 0.5,471: 0.375,149: 0.375,913: 0.375
73: 0.45000002,938: 0.425,913: 0.325,512: 0.325,942: 0.325
73: 0.35000002,99: 0.225,76: 0.225,938: 0.225,913: 0.225
73: 0.4,938: 0.325,913: 0.275,512: 0.275,122: 0.275
101: 0.175,512: 0.175,866: 0.175,138: 0.175,417: 0.175
101: 0.175,512: 0.175,866: 0.175,138: 0.175,417: 0.175
101: 0.175,512: 0.175,866: 0.175,138: 0.175,417: 0.175
101: 0.175,512: 0.175,866: 0.175,138: 0.175,417: 0.175
839: 0.175,922: 0.175,138: 0.175,866: 0.175,172: 0.175
522: 0.175,141: 0.175,780: 0.175,985: 0.175,839: 0.175
141: 0.175,833: 0.175,882: 0.175,417: 0.175,872: 0.175
834: 0.175,985: 0.175,101: 0.175,522: 0.175,141: 0.175
512: 0.175,138: 0.175,866: 0.175,834: 0.175,839: 0.175
839: 0.175,780: 0.175,866: 0.175,782: 0.175,24: 0.175
866: 0.175,782: 0.175,839: 0.175,24: 0.175,471: 0.175
866: 0.175,782: 0.175,471: 0.175,780: 0.175,985: 0.175
73: 0.3,461: 0.175,127: 0.175,24: 0.175,121: 0.175
73: 0.3,461: 0.175,872: 0.175,127: 0.175,24: 0.175
73: 0.3,461: 0.175,872: 0.175,127: 0.175,24: 0.175
73: 0.3,461: 0.175,872: 0.175,127: 0.175,24: 0.175
73: 0.3,872: 0.175,24: 0.175,127: 0.175,882: 0.175
73: 0.3,872: 0.175,24: 0.175,882: 0.175,127: 0.175
73: 0.3,121: 0.175,866: 0.175,942: 0.175,122: 0.175
73: 0.3,122: 0.175,127: 0.175,24: 0.175,882: 0.175
73: 0.3,882: 0.175,122: 0.175,844: 0.15,568: 0.125
73: 0.3,882: 0.175,122: 0.175,844: 0.15,74: 0.125
417: 0.175,876: 0.15,197: 0.125,348: 0.125,296: 0.125
417: 0.175,876: 0.15,197: 0.125,348: 0.125,296: 0.125
417: 0.175,876: 0.15,197: 0.125,348: 0.125,296: 0.125
417: 0.175,876: 0.15,197: 0.125,348: 0.125,296: 0.125
417: 0.175,876: 0.15,40: 0.125,448: 0.125,323: 0.125
417: 0.175,876: 0.15,104: 0.125,835: 0.125,227: 0.125
417: 0.175,876: 0.15,838: 0.125,465: 0.125,338: 0.125
417: 0.175,876: 0.15,219: 0.125,107: 0.125,448: 0.125
417: 0.175,876: 0.15,838: 0.125,338: 0.125,465: 0.125
417: 0.175,876: 0.15,107: 0.125,323: 0.125,40: 0.125
73: 0.3,395: 0.175,782: 0.175,922: 0.175,149: 0.175
73: 0.3,395: 0.175,782: 0.175,922: 0.175,149: 0.175
73: 0.3,395: 0.175,782: 0.175,922: 0.175,149: 0.175
73: 0.3,149: 0.175,782: 0.175,417: 0.175,918: 0.175
73: 0.3,395: 0.175,782: 0.175,922: 0.175,149: 0.175
73: 0.3,141: 0.175,918: 0.175,522: 0.175,155: 0.175
73: 0.3,138: 0.175,918: 0.175,141: 0.175,522: 0.175
73: 0.3,417: 0.175,395: 0.175,922: 0.175,839: 0.175
73: 0.3,138: 0.175,922: 0.175,839: 0.175,913: 0.175
471: 0.175,913: 0.175,141: 0.175,871: 0.175,882: 0.175
73: 0.3,833: 0.175,913: 0.175,24: 0.175,138: 0.175
141: 0.175,871: 0.175,882: 0.175,24: 0.175,913: 0.175
141: 0.175,871: 0.175,882: 0.175,24: 0.175,913: 0.175
512: 0.175,866: 0.175,138: 0.175,121: 0.175,979: 0.175
882: 0.175,913: 0.175,24: 0.175,138: 0.175,121: 0.175
882: 0.175,913: 0.175,24: 0.175,871: 0.175,979: 0.175
141: 0.175,871: 0.175,882: 0.175,24: 0.175,913: 0.175
913: 0.175,24: 0.175,882: 0.175,871: 0.175,979: 0.175
979: 0.175,141: 0.175,24: 0.175,882: 0.175,121: 0.175
141: 0.175,979: 0.175,882: 0.175,24: 0.175,121: 0.175
839: 0.2,138: 0.2,522: 0.2,456: 0.17500001,240: 0.175
839: 0.2,138: 0.2,522: 0.2,456: 0.17500001,240: 0.175
240: 0.275,839: 0.25,522: 0.25,138: 0.25,456: 0.22500001
839: 0.25,456: 0.25,138: 0.225,522: 0.225,240: 0.225
456: 0.22500001,522: 0.225,240: 0.225,839: 0.2,138: 0.2
839: 0.25,138: 0.25,456: 0.22500001,522: 0.225,240: 0.225
240: 0.325,839: 0.275,522: 0.275,138: 0.275,456: 0.25
522: 0.225,240: 0.225,138: 0.225,839: 0.225,456: 0.2
240: 0.275,522: 0.25,138: 0.25,839: 0.25,456: 0.22500001
70: 0.275,395: 0.175,155: 0.175,6: 0.15,389: 0.15
70: 0.275,138: 0.2,839: 0.2,522: 0.2,456: 0.17500001
70: 0.275,395: 0.175,155: 0.175,6: 0.15,389: 0.15
70: 0.275,395: 0.175,155: 0.175,6: 0.15,389: 0.15
70: 0.275,155: 0.175,395: 0.175,6: 0.15,389: 0.15
70: 0.275,155: 0.175,395: 0.175,6: 0.15,389: 0.15
70: 0.275,395: 0.175,155: 0.175,6: 0.15,389: 0.15
70: 0.275,6: 0.15,485: 0.1,976: 0.1,280: 0.075
70: 0.275,6: 0.15,976: 0.1,485: 0.1,280: 0.075
73: 0.3,422: 0.175,913: 0.175,141: 0.175,871: 0.175
73: 0.3,422: 0.175,913: 0.175,141: 0.175,871: 0.175
73: 0.3,422: 0.175,913: 0.175,141: 0.175,871: 0.175
73: 0.3,422: 0.175,913: 0.175,141: 0.175,871: 0.175
73: 0.3,913: 0.175,417: 0.175,871: 0.175,101: 0.175
73: 0.3,422: 0.175,913: 0.175,141: 0.175,417: 0.175
73: 0.3,913: 0.175,422: 0.175,471: 0.175,871: 0.175
73: 0.3,471: 0.175,417: 0.175,871: 0.175,913: 0.175
73: 0.3,832: 0.175,839: 0.175,121: 0.175,942: 0.175
73: 0.3,832: 0.175,839: 0.175,121: 0.175,782: 0.175
73: 0.3,832: 0.175,839: 0.175,121: 0.175,942: 0.175
73: 0.3,942: 0.175,122: 0.175,782: 0.175,121: 0.175
73: 0.3,942: 0.175,132: 0.15,147: 0.15,118: 0.15
73: 0.3,942: 0.175,970: 0.15,118: 0.15,132: 0.15
471: 0.175,782: 0.175,24: 0.175,522: 0.175,834: 0.175
471: 0.175,782: 0.175,24: 0.175,522: 0.175,834: 0.175
471: 0.175,782: 0.175,24: 0.175,522: 0.175,834: 0.175
471: 0.175,782: 0.175,24: 0.175,522: 0.175,834: 0.175
922: 0.175,834: 0.175,471: 0.175,76: 0.175,24: 0.175
73: 0.3,522: 0.175,24: 0.175,136: 0.175,782: 0.175
782: 0.175,942: 0.175,458: 0.175,471: 0.175,76: 0.175
922: 0.175,24: 0.175,834: 0.175,942: 0.175,782: 0.175
73: 0.3,24: 0.175,136: 0.175,782: 0.175,522: 0.175
73: 0.3,24: 0.175,136: 0.175,942: 0.175,782: 0.175
73: 0.3,136: 0.175,149: 0.175,882: 0.175,512: 0.175
73: 0.3,149: 0.175,395: 0.175,522: 0.175,155: 0.175
73: 0.3,149: 0.175,78: 0.175,417: 0.175,395: 0.175
73: 0.3,913: 0.175,471: 0.175,149: 0.175,78: 0.175
73: 0.3,395: 0.175,155: 0.175,522: 0.175,101: 0.175
73: 0.3,872: 0.175,417: 0.175,922: 0.175,979: 0.175
73: 0.3,471: 0.175,149: 0.175,872: 0.175,417: 0.175
101: 0.175,979: 0.175,882: 0.175,913: 0.175,782: 0.175
922: 0.175,918: 0.175,610: 0.125,678: 0.125,756: 0.125
918: 0.175,922: 0.175,678: 0.125,610: 0.125,194: 0.125
922: 0.175,122: 0.175,942: 0.175,866: 0.175,149: 0.175
922: 0.175,122: 0.175,942: 0.175,866: 0.175,149: 0.175
922: 0.175,834: 0.175,882: 0.175,122: 0.175,942: 0.175
922: 0.175,834: 0.175,882: 0.175,122: 0.175,942: 0.175
922: 0.175,834: 0.175,882: 0.175,122: 0.175,942: 0.175
834: 0.175,882: 0.175,122: 0.175,942: 0.175,866: 0.175
141: 0.175,922: 0.175,882: 0.175,866: 0.175,929: 0.175
149: 0.175,522: 0.175,834: 0.175,882: 0.175,122: 0.175
922: 0.175,929: 0.175,882: 0.175,834: 0.175,942: 0.175
805: 0.125,296: 0.125,323: 0.125,194: 0.125,798: 0.125
522: 0.175,834: 0.175,882: 0.175,122: 0.175,942: 0.175
798: 0.125,194: 0.125,625: 0.125,227: 0.125,266: 0.125
266: 0.125,227: 0.125,625: 0.125,562: 0.125,362: 0.125
227: 0.125,625: 0.125,266: 0.125,798: 0.125,194: 0.125
834: 0.175,138: 0.175,458: 0.175,395: 0.175,155: 0.175
834: 0.175,138: 0.175,458: 0.175,395: 0.175,155: 0.175
834: 0.175,138: 0.175,458: 0.175,395: 0.175,155: 0.175
834: 0.175,138: 0.175,458: 0.175,395: 0.175,155: 0.175
155: 0.175,522: 0.175,101: 0.175,834: 0.175,417: 0.175
70: 0.32500002,959: 0.325,951: 0.325,960: 0.3,501: 0.3
70: 0.32500002,834: 0.275,918: 0.225,942: 0.225,872: 0.225
