Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
782: 0.14645,808: 0.12145,488: 0.11785,692: 0.11785,712: 0.1143
782: 0.14645,808: 0.12145,692: 0.11785,488: 0.11785,712: 0.1143
782: 0.14645,808: 0.12145,692: 0.11785,488: 0.11785,712: 0.1143
782: 0.14645,808: 0.12145,488: 0.11785,692: 0.11785,712: 0.1143
782: 0.14645,808: 0.12145,692: 0.11785,488: 0.11785,712: 0.1143
782: 0.14645,808: 0.12145,488: 0.11785,692: 0.11785,194: 0.1143
782: 0.14645,808: 0.12145,488: 0.11785,692: 0.11785,323: 0.1143
782: 0.14645,808: 0.12145,692: 0.11785,488: 0.11785,194: 0.1143
782: 0.14645,808: 0.12145,488: 0.11785,721: 0.1143,323: 0.1143
782: 0.14645,323: 0.1143,721: 0.1143,501: 0.1,683: 0.1
782: 0.14645,721: 0.1143,501: 0.1,683: 0.1,576: 0.1
782: 0.14645,721: 0.1143,501: 0.1,683: 0.1,576: 0.1
721: 0.1143,501: 0.1,556: 0.0893,20: 0.08215,868: 0.06785
721: 0.1143,501: 0.1,556: 0.0893,20: 0.08215,868: 0.06785
501: 0.1,556: 0.0893,868: 0.06785,None,None
699: 0.11785,962: 0.10715,296: 0.10355,43: 0.09645,16: 0.06785
699: 0.11785,962: 0.10715,296: 0.10355,43: 0.09645,732: 0.0893
699: 0.11785,712: 0.1143,962: 0.10715,296: 0.10355,43: 0.09645
699: 0.11785,712: 0.1143,713: 0.1143,962: 0.10715,296: 0.10355
942: 0.16785,699: 0.11785,712: 0.1143,713: 0.1143,538: 0.1143
942: 0.16785,699: 0.11785,24: 0.11785,712: 0.1143,713: 0.1143
942: 0.16785,699: 0.11785,24: 0.11785,712: 0.1143,713: 0.1143
942: 0.16785,699: 0.11785,24: 0.11785,712: 0.1143,538: 0.1143
942: 0.16785,121: 0.1357,699: 0.11785,24: 0.11785,586: 0.1143
942: 0.16785,121: 0.1357,699: 0.11785,24: 0.11785,129: 0.11785
942: 0.16785,121: 0.1357,24: 0.11785,129: 0.11785,702: 0.11785
942: 0.16785,876: 0.14285,921: 0.1393,121: 0.1357,24: 0.11785
942: 0.16785,876: 0.14285,921: 0.1393,121: 0.1357,129: 0.11785
942: 0.16785,876: 0.14285,921: 0.1393,121: 0.1357,129: 0.11785
942: 0.16785,876: 0.14285,921: 0.1393,121: 0.1357,129: 0.11785
876: 0.14285,921: 0.1393,121: 0.1357,129: 0.11785,702: 0.11785
876: 0.14285,921: 0.1393,121: 0.1357,129: 0.11785,702: 0.11785
876: 0.14285,921: 0.1393,121: 0.1357,129: 0.11785,702: 0.11785
876: 0.14285,921: 0.1393,129: 0.11785,702: 0.11785,38: 0.1143
876: 0.14285,921: 0.1393,702: 0.11785,38: 0.1143,712: 0.1143
876: 0.14285,921: 0.1393,38: 0.1143,752: 0.1,592: 0.0893
131: 0.15355,389: 0.1393,121: 0.1357,471: 0.12145,618: 0.11785
131: 0.15355,138: 0.15,389: 0.1393,121: 0.1357,471: 0.12145
131: 0.15355,138: 0.15,389: 0.1393,121: 0.1357,471: 0.12145
131: 0.15355,138: 0.15,389: 0.1393,121: 0.1357,471: 0.12145
131: 0.15355,138: 0.15,389: 0.1393,121: 0.1357,471: 0.12145
131: 0.15355,138: 0.15,389: 0.1393,121: 0.1357,471: 0.12145
131: 0.15355,138: 0.15,918: 0.15,929: 0.14645,389: 0.1393
131: 0.15355,138: 0.15,918: 0.15,929: 0.14645,389: 0.1393
131: 0.15355,138: 0.15,918: 0.15,929: 0.14645,389: 0.1393
131: 0.15355,918: 0.15,138: 0.15,929: 0.14645,389: 0.1393
918: 0.15,138: 0.15,929: 0.14645,271: 0.11785,448: 0.11785
918: 0.15,929: 0.14645,271: 0.11785,448: 0.11785,189: 0.11785
918: 0.15,929: 0.14645,271: 0.11785,635: 0.11785,448: 0.11785
918: 0.15,929: 0.14645,448: 0.11785,851: 0.11785,271: 0.11785
918: 0.15,929: 0.14645,851: 0.11785,448: 0.11785,635: 0.11785
918: 0.15,929: 0.14645,851: 0.11785,219: 0.11785,635: 0.11785
635: 0.11785,851: 0.11785,219: 0.11785,713: 0.1143,610: 0.1143
635: 0.11785,851: 0.11785,219: 0.11785,713: 0.1143,610: 0.1143
635: 0.11785,851: 0.11785,219: 0.11785,713: 0.1143,610: 0.1143
219: 0.11785,851: 0.11785,713: 0.1143,838: 0.1,552: 0.09645
219: 0.11785,713: 0.1143,552: 0.09645,905: 0.0893,None
458: 0.14645,448: 0.11785,911: 0.10355,100: 0.1,795: 0.0893
913: 0.1643,458: 0.14645,929: 0.14645,921: 0.1393,448: 0.11785
913: 0.1643,458: 0.14645,929: 0.14645,921: 0.1393,122: 0.1393
913: 0.1643,965: 0.15,458: 0.14645,929: 0.14645,921: 0.1393
913: 0.1643,131: 0.15355,965: 0.15,839: 0.15,458: 0.14645
141: 0.17145,913: 0.1643,131: 0.15355,965: 0.15,839: 0.15
141: 0.17145,913: 0.1643,131: 0.15355,965: 0.15,839: 0.15
141: 0.17145,913: 0.1643,131: 0.15355,839: 0.15,965: 0.15
141: 0.17145,942: 0.16785,913: 0.1643,131: 0.15355,965: 0.15
141: 0.17145,942: 0.16785,913: 0.1643,131: 0.15355,965: 0.15
141: 0.17145,942: 0.16785,913: 0.1643,131: 0.15355,839: 0.15
141: 0.17145,942: 0.16785,913: 0.1643,131: 0.15355,965: 0.15
141: 0.17145,942: 0.16785,131: 0.15355,965: 0.15,839: 0.15
141: 0.17145,942: 0.16785,131: 0.15355,839: 0.15,458: 0.14645
141: 0.17145,942: 0.16785,839: 0.15,929: 0.14645,458: 0.14645
942: 0.16785,839: 0.15,929: 0.14645,458: 0.14645,921: 0.1393
942: 0.16785,839: 0.15,458: 0.14645,929: 0.14645,921: 0.1393
942: 0.16785,839: 0.15,458: 0.14645,929: 0.14645,344: 0.11785
458: 0.14645,929: 0.14645,448: 0.11785,344: 0.11785,635: 0.11785
458: 0.14645,929: 0.14645,344: 0.11785,635: 0.11785,64: 0.11785
929: 0.14645,43: 0.09645,186: 0.0893,507: 0.0893,199: 0.0893
457: 0.15,377: 0.11785,265: 0.11785,129: 0.11785,618: 0.11785
457: 0.15,953: 0.15,377: 0.11785,265: 0.11785,129: 0.11785
922: 0.16785,457: 0.15,953: 0.15,808: 0.12145,377: 0.11785
922: 0.16785,913: 0.1643,457: 0.15,953: 0.15,808: 0.12145
922: 0.16785,913: 0.1643,457: 0.15,953: 0.15,808: 0.12145
922: 0.16785,913: 0.1643,457: 0.15,953: 0.15,121: 0.1357
922: 0.16785,913: 0.1643,457: 0.15,953: 0.15,921: 0.1393
922: 0.16785,913: 0.1643,457: 0.15,953: 0.15,782: 0.14645
922: 0.16785,913: 0.1643,953: 0.15,457: 0.15,782: 0.14645
922: 0.16785,913: 0.1643,457: 0.15,953: 0.15,782: 0.14645
922: 0.16785,913: 0.1643,953: 0.15,782: 0.14645,921: 0.1393
922: 0.16785,913: 0.1643,953: 0.15,782: 0.14645,945: 0.14645
913: 0.1643,953: 0.15,782: 0.14645,945: 0.14645,921: 0.1393
953: 0.15,782: 0.14645,945: 0.14645,921: 0.1393,121: 0.1357
953: 0.15,945: 0.14645,782: 0.14645,921: 0.1393,121: 0.1357
953: 0.15,945: 0.14645,782: 0.14645,921: 0.1393,801: 0.11785
953: 0.15,945: 0.14645,782: 0.14645,699: 0.11785,801: 0.11785
953: 0.15,945: 0.14645,265: 0.11785,488: 0.11785,219: 0.11785
953: 0.15,945: 0.14645,265: 0.11785,219: 0.11785,722: 0.11785
953: 0.15,945: 0.14645,265: 0.11785,246: 0.11785,227: 0.11785
945: 0.14645,265: 0.11785,227: 0.11785,723: 0.1107,838: 0.1
522: 0.15,929: 0.14645,778: 0.1393,189: 0.11785,451: 0.10715
522: 0.15,457: 0.15,929: 0.14645,458: 0.14645,778: 0.1393
954: 0.16785,522: 0.15,457: 0.15,965: 0.15,929: 0.14645
954: 0.16785,522: 0.15,457: 0.15,965: 0.15,918: 0.15
954: 0.16785,457: 0.15,522: 0.15,965: 0.15,918: 0.15
954: 0.16785,457: 0.15,522: 0.15,965: 0.15,918: 0.15
954: 0.16785,965: 0.15,918: 0.15,457: 0.15,522: 0.15
954: 0.16785,913: 0.1643,965: 0.15,918: 0.15,457: 0.15
954: 0.16785,913: 0.1643,965: 0.15,918: 0.15,457: 0.15
954: 0.16785,913: 0.1643,457: 0.15,522: 0.15,965: 0.15
141: 0.17145,954: 0.16785,913: 0.1643,918: 0.15,457: 0.15
141: 0.17145,954: 0.16785,913: 0.1643,965: 0.15,918: 0.15
141: 0.17145,954: 0.16785,913: 0.1643,965: 0.15,918: 0.15
141: 0.17145,954: 0.16785,913: 0.1643,965: 0.15,918: 0.15
