CreationDate, PostId, Count
Tue Feb 02 16:00:00 GMT 2010,13108090,2
Tue Feb 02 16:00:00 GMT 2010,13107200,5
Tue Feb 02 16:00:00 GMT 2010,40045930,1
Tue Feb 02 17:00:00 GMT 2010,13105830,1
Tue Feb 02 17:00:00 GMT 2010,13100550,1
Tue Feb 02 17:00:00 GMT 2010,13108090,2
Tue Feb 02 17:00:00 GMT 2010,13107200,4
Tue Feb 02 17:00:00 GMT 2010,40045930,1
Tue Feb 02 18:00:00 GMT 2010,13105830,1
Tue Feb 02 18:00:00 GMT 2010,13100550,1
Tue Feb 02 18:00:00 GMT 2010,13108090,1
Tue Feb 02 18:00:00 GMT 2010,13107200,4
Tue Feb 02 18:00:00 GMT 2010,40045930,1
Tue Feb 02 23:00:00 GMT 2010,40045930,1
Tue Feb 02 21:00:00 GMT 2010,13107200,1
Tue Feb 02 21:00:00 GMT 2010,40045930,1
Tue Feb 02 22:00:00 GMT 2010,13107200,1
Tue Feb 02 22:00:00 GMT 2010,40045930,1
Wed Feb 03 01:00:00 GMT 2010,13100550,1
Wed Feb 03 01:00:00 GMT 2010,13122460,1
Wed Feb 03 01:00:00 GMT 2010,26934450,1
Wed Feb 03 01:00:00 GMT 2010,13122480,1
Wed Feb 03 02:00:00 GMT 2010,13100550,1
Wed Feb 03 02:00:00 GMT 2010,13122460,1
Wed Feb 03 02:00:00 GMT 2010,26934450,1
Wed Feb 03 02:00:00 GMT 2010,13122480,1
Wed Feb 03 03:00:00 GMT 2010,13100550,1
Wed Feb 03 03:00:00 GMT 2010,13122460,1
Wed Feb 03 03:00:00 GMT 2010,26934450,1
Wed Feb 03 03:00:00 GMT 2010,13122480,1
Wed Feb 03 03:00:00 GMT 2010,13122420,1
Wed Feb 03 10:00:00 GMT 2010,13100550,1
Wed Feb 03 10:00:00 GMT 2010,26942010,1
Wed Feb 03 10:00:00 GMT 2010,13105830,3
Wed Feb 03 10:00:00 GMT 2010,13122380,1
Wed Feb 03 10:00:00 GMT 2010,7558070,1
Wed Feb 03 10:00:00 GMT 2010,13122510,1
Wed Feb 03 10:00:00 GMT 2010,26934450,1
Wed Feb 03 10:00:00 GMT 2010,13107200,2
Wed Feb 03 10:00:00 GMT 2010,40045930,3
Wed Feb 03 10:00:00 GMT 2010,7558010,1
Wed Feb 03 10:00:00 GMT 2010,18401110,1
Wed Feb 03 10:00:00 GMT 2010,13122490,1
Wed Feb 03 10:00:00 GMT 2010,13122460,1
Wed Feb 03 10:00:00 GMT 2010,13122430,1
Wed Feb 03 10:00:00 GMT 2010,13122480,1
Wed Feb 03 10:00:00 GMT 2010,13112560,1
Wed Feb 03 10:00:00 GMT 2010,13122420,2
Wed Feb 03 09:00:00 GMT 2010,13100550,1
Wed Feb 03 09:00:00 GMT 2010,26942010,1
Wed Feb 03 09:00:00 GMT 2010,13105830,2
Wed Feb 03 09:00:00 GMT 2010,13122380,1
Wed Feb 03 09:00:00 GMT 2010,7558070,1
Wed Feb 03 09:00:00 GMT 2010,13122510,1
Wed Feb 03 09:00:00 GMT 2010,26934450,1
Wed Feb 03 09:00:00 GMT 2010,13107200,2
Wed Feb 03 09:00:00 GMT 2010,40045930,3
Wed Feb 03 09:00:00 GMT 2010,7558010,1
Wed Feb 03 09:00:00 GMT 2010,18401110,1
Wed Feb 03 09:00:00 GMT 2010,13122490,1
Wed Feb 03 09:00:00 GMT 2010,13122460,1
Wed Feb 03 09:00:00 GMT 2010,13122430,1
Wed Feb 03 09:00:00 GMT 2010,13122480,1
Wed Feb 03 09:00:00 GMT 2010,13112560,1
Wed Feb 03 09:00:00 GMT 2010,13122420,2
Wed Feb 03 08:00:00 GMT 2010,13100550,1
Wed Feb 03 08:00:00 GMT 2010,26942010,1
Wed Feb 03 08:00:00 GMT 2010,13105830,1
Wed Feb 03 08:00:00 GMT 2010,13122380,1
Wed Feb 03 08:00:00 GMT 2010,7558070,1
Wed Feb 03 08:00:00 GMT 2010,13122510,1
Wed Feb 03 08:00:00 GMT 2010,26934450,1
Wed Feb 03 08:00:00 GMT 2010,13107200,2
Wed Feb 03 08:00:00 GMT 2010,40045930,3
Wed Feb 03 08:00:00 GMT 2010,7558010,1
Wed Feb 03 08:00:00 GMT 2010,18401110,1
Wed Feb 03 08:00:00 GMT 2010,13122490,1
Wed Feb 03 08:00:00 GMT 2010,13122460,1
Wed Feb 03 08:00:00 GMT 2010,13122430,1
Wed Feb 03 08:00:00 GMT 2010,13122480,1
Wed Feb 03 08:00:00 GMT 2010,13112560,1
Wed Feb 03 08:00:00 GMT 2010,13122420,2
Wed Feb 03 07:00:00 GMT 2010,13100550,1
Wed Feb 03 07:00:00 GMT 2010,26942010,1
Wed Feb 03 07:00:00 GMT 2010,13105830,1
Wed Feb 03 07:00:00 GMT 2010,7558070,1
Wed Feb 03 07:00:00 GMT 2010,13122510,1
Wed Feb 03 07:00:00 GMT 2010,26934450,1
Wed Feb 03 07:00:00 GMT 2010,13107200,1
Wed Feb 03 07:00:00 GMT 2010,40045930,3
Wed Feb 03 07:00:00 GMT 2010,7558010,1
Wed Feb 03 07:00:00 GMT 2010,18401110,1
Wed Feb 03 07:00:00 GMT 2010,13122490,1
Wed Feb 03 07:00:00 GMT 2010,13122460,1
Wed Feb 03 07:00:00 GMT 2010,13122430,1
Wed Feb 03 07:00:00 GMT 2010,13122480,1
Wed Feb 03 07:00:00 GMT 2010,13122420,2
Wed Feb 03 06:00:00 GMT 2010,13100550,1
Wed Feb 03 06:00:00 GMT 2010,26942010,1
Wed Feb 03 06:00:00 GMT 2010,13122490,1
Wed Feb 03 06:00:00 GMT 2010,13122460,1
Wed Feb 03 06:00:00 GMT 2010,13122510,1
Wed Feb 03 06:00:00 GMT 2010,13122430,1
Wed Feb 03 06:00:00 GMT 2010,26934450,1
Wed Feb 03 06:00:00 GMT 2010,13122480,1
Wed Feb 03 06:00:00 GMT 2010,40045930,3
Wed Feb 03 06:00:00 GMT 2010,7558010,1
Wed Feb 03 06:00:00 GMT 2010,13122420,2
Wed Feb 03 06:00:00 GMT 2010,18401110,1
Wed Feb 03 05:00:00 GMT 2010,13100550,1
Wed Feb 03 05:00:00 GMT 2010,26942010,1
Wed Feb 03 05:00:00 GMT 2010,13122490,1
Wed Feb 03 05:00:00 GMT 2010,13122460,1
Wed Feb 03 05:00:00 GMT 2010,13122510,1
Wed Feb 03 05:00:00 GMT 2010,26934450,1
Wed Feb 03 05:00:00 GMT 2010,13122480,1
Wed Feb 03 05:00:00 GMT 2010,40045930,2
Wed Feb 03 05:00:00 GMT 2010,13122420,2
Wed Feb 03 05:00:00 GMT 2010,18401110,1
Wed Feb 03 04:00:00 GMT 2010,13100550,1
Wed Feb 03 04:00:00 GMT 2010,13122490,1
Wed Feb 03 04:00:00 GMT 2010,13122460,1
Wed Feb 03 04:00:00 GMT 2010,13122510,1
Wed Feb 03 04:00:00 GMT 2010,26934450,1
Wed Feb 03 04:00:00 GMT 2010,13122480,1
Wed Feb 03 04:00:00 GMT 2010,13122420,2
Wed Feb 03 04:00:00 GMT 2010,18401110,1
Wed Feb 03 12:00:00 GMT 2010,13100550,2
Wed Feb 03 12:00:00 GMT 2010,26942010,2
Wed Feb 03 12:00:00 GMT 2010,13105830,4
Wed Feb 03 12:00:00 GMT 2010,7558000,1
Wed Feb 03 12:00:00 GMT 2010,13122380,1
Wed Feb 03 12:00:00 GMT 2010,7558070,1
Wed Feb 03 12:00:00 GMT 2010,13122510,1
Wed Feb 03 12:00:00 GMT 2010,26934450,2
Wed Feb 03 12:00:00 GMT 2010,13107200,2
Wed Feb 03 12:00:00 GMT 2010,40045930,3
Wed Feb 03 12:00:00 GMT 2010,7558010,2
Wed Feb 03 12:00:00 GMT 2010,18401110,1
Wed Feb 03 12:00:00 GMT 2010,40977950,1
Wed Feb 03 12:00:00 GMT 2010,13122490,2
Wed Feb 03 12:00:00 GMT 2010,13108090,1
Wed Feb 03 12:00:00 GMT 2010,13122460,1
Wed Feb 03 12:00:00 GMT 2010,36231900,2
Wed Feb 03 12:00:00 GMT 2010,13122430,1
Wed Feb 03 12:00:00 GMT 2010,13122480,2
Wed Feb 03 12:00:00 GMT 2010,13112560,2
Wed Feb 03 12:00:00 GMT 2010,26935650,2
Wed Feb 03 12:00:00 GMT 2010,13122420,2
Wed Feb 03 12:00:00 GMT 2010,13122390,1
Wed Feb 03 15:00:00 GMT 2010,26942010,2
Wed Feb 03 15:00:00 GMT 2010,13105830,4
Wed Feb 03 15:00:00 GMT 2010,13100550,1
Wed Feb 03 15:00:00 GMT 2010,7558000,1
Wed Feb 03 15:00:00 GMT 2010,13122380,1
Wed Feb 03 15:00:00 GMT 2010,7558070,1
Wed Feb 03 15:00:00 GMT 2010,13122510,1
Wed Feb 03 15:00:00 GMT 2010,26934450,1
Wed Feb 03 15:00:00 GMT 2010,13107200,2
Wed Feb 03 15:00:00 GMT 2010,40045930,3
Wed Feb 03 15:00:00 GMT 2010,7558010,2
Wed Feb 03 15:00:00 GMT 2010,18401110,1
Wed Feb 03 15:00:00 GMT 2010,40977950,1
Wed Feb 03 15:00:00 GMT 2010,13122490,2
Wed Feb 03 15:00:00 GMT 2010,13108090,1
Wed Feb 03 15:00:00 GMT 2010,36231900,2
Wed Feb 03 15:00:00 GMT 2010,13122430,1
Wed Feb 03 15:00:00 GMT 2010,13112560,2
Wed Feb 03 15:00:00 GMT 2010,13122480,1
Wed Feb 03 15:00:00 GMT 2010,26935650,2
Wed Feb 03 15:00:00 GMT 2010,13122420,1
Wed Feb 03 15:00:00 GMT 2010,13122390,1
Wed Feb 03 14:00:00 GMT 2010,26942010,2
Wed Feb 03 14:00:00 GMT 2010,13105830,4
Wed Feb 03 14:00:00 GMT 2010,13100550,1
Wed Feb 03 14:00:00 GMT 2010,7558000,1
Wed Feb 03 14:00:00 GMT 2010,13122380,1
Wed Feb 03 14:00:00 GMT 2010,7558070,1
Wed Feb 03 14:00:00 GMT 2010,13122510,1
Wed Feb 03 14:00:00 GMT 2010,26934450,1
Wed Feb 03 14:00:00 GMT 2010,13107200,2
Wed Feb 03 14:00:00 GMT 2010,40045930,3
Wed Feb 03 14:00:00 GMT 2010,7558010,2
Wed Feb 03 14:00:00 GMT 2010,18401110,1
Wed Feb 03 14:00:00 GMT 2010,40977950,1
Wed Feb 03 14:00:00 GMT 2010,13122490,2
Wed Feb 03 14:00:00 GMT 2010,13108090,1
Wed Feb 03 14:00:00 GMT 2010,36231900,2
Wed Feb 03 14:00:00 GMT 2010,13122430,1
Wed Feb 03 14:00:00 GMT 2010,13112560,2
Wed Feb 03 14:00:00 GMT 2010,13122480,1
Wed Feb 03 14:00:00 GMT 2010,26935650,2
Wed Feb 03 14:00:00 GMT 2010,13122420,2
Wed Feb 03 14:00:00 GMT 2010,13122390,1
Wed Feb 03 13:00:00 GMT 2010,26942010,2
Wed Feb 03 13:00:00 GMT 2010,13105830,4
Wed Feb 03 13:00:00 GMT 2010,13100550,1
Wed Feb 03 13:00:00 GMT 2010,7558000,1
Wed Feb 03 13:00:00 GMT 2010,13122380,1
Wed Feb 03 13:00:00 GMT 2010,7558070,1
Wed Feb 03 13:00:00 GMT 2010,13122510,1
Wed Feb 03 13:00:00 GMT 2010,26934450,1
Wed Feb 03 13:00:00 GMT 2010,13107200,2
Wed Feb 03 13:00:00 GMT 2010,40045930,3
Wed Feb 03 13:00:00 GMT 2010,7558010,2
Wed Feb 03 13:00:00 GMT 2010,18401110,1
Wed Feb 03 13:00:00 GMT 2010,40977950,1
Wed Feb 03 13:00:00 GMT 2010,13122490,2
Wed Feb 03 13:00:00 GMT 2010,13108090,1
Wed Feb 03 13:00:00 GMT 2010,36231900,2
Wed Feb 03 13:00:00 GMT 2010,13122430,1
Wed Feb 03 13:00:00 GMT 2010,13112560,2
Wed Feb 03 13:00:00 GMT 2010,13122480,1
Wed Feb 03 13:00:00 GMT 2010,26935650,2
Wed Feb 03 13:00:00 GMT 2010,13122420,2
Wed Feb 03 13:00:00 GMT 2010,13122390,1
Wed Feb 03 16:00:00 GMT 2010,26942010,2
Wed Feb 03 16:00:00 GMT 2010,13105830,4
Wed Feb 03 16:00:00 GMT 2010,13100550,1
Wed Feb 03 16:00:00 GMT 2010,7558000,1
Wed Feb 03 16:00:00 GMT 2010,13122380,1
Wed Feb 03 16:00:00 GMT 2010,7558070,1
Wed Feb 03 16:00:00 GMT 2010,26934450,1
Wed Feb 03 16:00:00 GMT 2010,13107200,2
Wed Feb 03 16:00:00 GMT 2010,40045930,3
Wed Feb 03 16:00:00 GMT 2010,7558010,2
Wed Feb 03 16:00:00 GMT 2010,40977950,1
Wed Feb 03 16:00:00 GMT 2010,13108090,1
Wed Feb 03 16:00:00 GMT 2010,13122490,1
Wed Feb 03 16:00:00 GMT 2010,36231900,2
Wed Feb 03 16:00:00 GMT 2010,13122430,1
Wed Feb 03 16:00:00 GMT 2010,13112560,2
Wed Feb 03 16:00:00 GMT 2010,13122480,1
Wed Feb 03 16:00:00 GMT 2010,26935650,2
Wed Feb 03 16:00:00 GMT 2010,13122390,1
Wed Feb 03 11:00:00 GMT 2010,13100550,2
Wed Feb 03 11:00:00 GMT 2010,26942010,2
Wed Feb 03 11:00:00 GMT 2010,13105830,3
Wed Feb 03 11:00:00 GMT 2010,7558000,1
Wed Feb 03 11:00:00 GMT 2010,13122380,1
Wed Feb 03 11:00:00 GMT 2010,7558070,1
Wed Feb 03 11:00:00 GMT 2010,13122510,1
Wed Feb 03 11:00:00 GMT 2010,26934450,2
Wed Feb 03 11:00:00 GMT 2010,13107200,2
Wed Feb 03 11:00:00 GMT 2010,40045930,3
Wed Feb 03 11:00:00 GMT 2010,7558010,1
Wed Feb 03 11:00:00 GMT 2010,18401110,1
Wed Feb 03 11:00:00 GMT 2010,13122490,1
Wed Feb 03 11:00:00 GMT 2010,13108090,1
Wed Feb 03 11:00:00 GMT 2010,13122460,1
Wed Feb 03 11:00:00 GMT 2010,36231900,1
Wed Feb 03 11:00:00 GMT 2010,13122430,1
Wed Feb 03 11:00:00 GMT 2010,13122480,1
Wed Feb 03 11:00:00 GMT 2010,13112560,2
Wed Feb 03 11:00:00 GMT 2010,26935650,2
Wed Feb 03 11:00:00 GMT 2010,13122420,2
Wed Feb 03 17:00:00 GMT 2010,26942010,1
Wed Feb 03 17:00:00 GMT 2010,13105830,4
Wed Feb 03 17:00:00 GMT 2010,13100550,1
Wed Feb 03 17:00:00 GMT 2010,7558000,1
Wed Feb 03 17:00:00 GMT 2010,13122380,1
Wed Feb 03 17:00:00 GMT 2010,7558070,1
Wed Feb 03 17:00:00 GMT 2010,26934450,1
Wed Feb 03 17:00:00 GMT 2010,13107200,2
Wed Feb 03 17:00:00 GMT 2010,40045930,1
Wed Feb 03 17:00:00 GMT 2010,7558010,2
Wed Feb 03 17:00:00 GMT 2010,40977950,1
Wed Feb 03 17:00:00 GMT 2010,13108090,1
Wed Feb 03 17:00:00 GMT 2010,13122490,1
Wed Feb 03 17:00:00 GMT 2010,36231900,2
Wed Feb 03 17:00:00 GMT 2010,13122430,1
Wed Feb 03 17:00:00 GMT 2010,13112560,2
Wed Feb 03 17:00:00 GMT 2010,13122480,1
Wed Feb 03 17:00:00 GMT 2010,26935650,2
Wed Feb 03 17:00:00 GMT 2010,13122390,1
Wed Feb 03 22:00:00 GMT 2010,26942010,1
Wed Feb 03 22:00:00 GMT 2010,13100550,1
Wed Feb 03 22:00:00 GMT 2010,13105830,1
Wed Feb 03 22:00:00 GMT 2010,7558000,1
Wed Feb 03 22:00:00 GMT 2010,26934450,1
Wed Feb 03 22:00:00 GMT 2010,7558010,1
Wed Feb 03 22:00:00 GMT 2010,40977950,1
Wed Feb 03 22:00:00 GMT 2010,13108090,1
Wed Feb 03 22:00:00 GMT 2010,13122490,1
Wed Feb 03 22:00:00 GMT 2010,36231900,2
Wed Feb 03 22:00:00 GMT 2010,13112560,1
Wed Feb 03 22:00:00 GMT 2010,13122480,1
Wed Feb 03 22:00:00 GMT 2010,26935650,2
Wed Feb 03 22:00:00 GMT 2010,13122390,1
Wed Feb 03 20:00:00 GMT 2010,26942010,1
Wed Feb 03 20:00:00 GMT 2010,13105830,3
Wed Feb 03 20:00:00 GMT 2010,13100550,1
Wed Feb 03 20:00:00 GMT 2010,7558000,1
Wed Feb 03 20:00:00 GMT 2010,26934450,1
Wed Feb 03 20:00:00 GMT 2010,7558010,1
Wed Feb 03 20:00:00 GMT 2010,40977950,1
Wed Feb 03 20:00:00 GMT 2010,13108090,1
Wed Feb 03 20:00:00 GMT 2010,13122490,1
Wed Feb 03 20:00:00 GMT 2010,36231900,2
Wed Feb 03 20:00:00 GMT 2010,13112560,1
Wed Feb 03 20:00:00 GMT 2010,13122480,1
Wed Feb 03 20:00:00 GMT 2010,26935650,2
Wed Feb 03 20:00:00 GMT 2010,13122390,1
Wed Feb 03 21:00:00 GMT 2010,26942010,1
Wed Feb 03 21:00:00 GMT 2010,13105830,2
Wed Feb 03 21:00:00 GMT 2010,13100550,1
Wed Feb 03 21:00:00 GMT 2010,7558000,1
Wed Feb 03 21:00:00 GMT 2010,26934450,1
Wed Feb 03 21:00:00 GMT 2010,7558010,1
Wed Feb 03 21:00:00 GMT 2010,40977950,1
Wed Feb 03 21:00:00 GMT 2010,13108090,1
Wed Feb 03 21:00:00 GMT 2010,13122490,1
Wed Feb 03 21:00:00 GMT 2010,36231900,2
Wed Feb 03 21:00:00 GMT 2010,13112560,1
Wed Feb 03 21:00:00 GMT 2010,13122480,1
Wed Feb 03 21:00:00 GMT 2010,26935650,2
Wed Feb 03 21:00:00 GMT 2010,13122390,1
Wed Feb 03 19:00:00 GMT 2010,26942010,1
Wed Feb 03 19:00:00 GMT 2010,13105830,3
Wed Feb 03 19:00:00 GMT 2010,13100550,1
Wed Feb 03 19:00:00 GMT 2010,7558000,1
Wed Feb 03 19:00:00 GMT 2010,13122380,1
Wed Feb 03 19:00:00 GMT 2010,26934450,1
Wed Feb 03 19:00:00 GMT 2010,13107200,1
Wed Feb 03 19:00:00 GMT 2010,7558010,1
Wed Feb 03 19:00:00 GMT 2010,40977950,1
Wed Feb 03 19:00:00 GMT 2010,13108090,1
Wed Feb 03 19:00:00 GMT 2010,13122490,1
Wed Feb 03 19:00:00 GMT 2010,36231900,2
Wed Feb 03 19:00:00 GMT 2010,13112560,2
Wed Feb 03 19:00:00 GMT 2010,13122480,1
Wed Feb 03 19:00:00 GMT 2010,26935650,2
Wed Feb 03 19:00:00 GMT 2010,13122390,1
Wed Feb 03 23:00:00 GMT 2010,13105830,1
Wed Feb 03 23:00:00 GMT 2010,13122490,1
Wed Feb 03 23:00:00 GMT 2010,36231900,1
Wed Feb 03 23:00:00 GMT 2010,13122480,1
Wed Feb 03 23:00:00 GMT 2010,7558010,1
Wed Feb 03 23:00:00 GMT 2010,13122390,1
Wed Feb 03 23:00:00 GMT 2010,40977950,1
Wed Feb 03 18:00:00 GMT 2010,26942010,1
Wed Feb 03 18:00:00 GMT 2010,13105830,4
Wed Feb 03 18:00:00 GMT 2010,13100550,1
Wed Feb 03 18:00:00 GMT 2010,7558000,1
Wed Feb 03 18:00:00 GMT 2010,13122380,1
Wed Feb 03 18:00:00 GMT 2010,7558070,1
Wed Feb 03 18:00:00 GMT 2010,26934450,1
Wed Feb 03 18:00:00 GMT 2010,13107200,2
Wed Feb 03 18:00:00 GMT 2010,7558010,1
Wed Feb 03 18:00:00 GMT 2010,40977950,1
Wed Feb 03 18:00:00 GMT 2010,13108090,1
Wed Feb 03 18:00:00 GMT 2010,13122490,1
Wed Feb 03 18:00:00 GMT 2010,36231900,2
Wed Feb 03 18:00:00 GMT 2010,13112560,2
Wed Feb 03 18:00:00 GMT 2010,13122480,1
Wed Feb 03 18:00:00 GMT 2010,26935650,2
Wed Feb 03 18:00:00 GMT 2010,13122390,1
Thu Feb 04 04:00:00 GMT 2010,27413280,1
Thu Feb 04 04:00:00 GMT 2010,7558070,1
Thu Feb 04 04:00:00 GMT 2010,13107200,2
Thu Feb 04 04:00:00 GMT 2010,26934450,1
Thu Feb 04 04:00:00 GMT 2010,27413230,1
Thu Feb 04 04:00:00 GMT 2010,27413260,1
Thu Feb 04 04:00:00 GMT 2010,13122470,1
Thu Feb 04 04:00:00 GMT 2010,5808150,1
Thu Feb 04 04:00:00 GMT 2010,13106120,1
Thu Feb 04 04:00:00 GMT 2010,7558050,1
Thu Feb 04 04:00:00 GMT 2010,13108090,1
Thu Feb 04 04:00:00 GMT 2010,36231900,1
Thu Feb 04 04:00:00 GMT 2010,13122430,2
Thu Feb 04 04:00:00 GMT 2010,52670040,1
Thu Feb 04 04:00:00 GMT 2010,13122420,1
Thu Feb 04 04:00:00 GMT 2010,26934150,1
Thu Feb 04 03:00:00 GMT 2010,27413280,1
Thu Feb 04 03:00:00 GMT 2010,7558070,1
Thu Feb 04 03:00:00 GMT 2010,13107200,1
Thu Feb 04 03:00:00 GMT 2010,26934450,1
Thu Feb 04 03:00:00 GMT 2010,27413260,1
Thu Feb 04 03:00:00 GMT 2010,13122470,1
Thu Feb 04 03:00:00 GMT 2010,5808150,1
Thu Feb 04 03:00:00 GMT 2010,7558050,1
Thu Feb 04 03:00:00 GMT 2010,13108090,1
Thu Feb 04 03:00:00 GMT 2010,36231900,1
Thu Feb 04 03:00:00 GMT 2010,13122430,2
Thu Feb 04 03:00:00 GMT 2010,13122420,1
Thu Feb 04 03:00:00 GMT 2010,26934150,1
Thu Feb 04 07:00:00 GMT 2010,27413280,1
Thu Feb 04 07:00:00 GMT 2010,40977970,1
Thu Feb 04 07:00:00 GMT 2010,7558070,1
Thu Feb 04 07:00:00 GMT 2010,13120590,1
Thu Feb 04 07:00:00 GMT 2010,13107200,2
Thu Feb 04 07:00:00 GMT 2010,27413230,1
Thu Feb 04 07:00:00 GMT 2010,13122500,1
Thu Feb 04 07:00:00 GMT 2010,5808150,1
Thu Feb 04 07:00:00 GMT 2010,13106120,2
Thu Feb 04 07:00:00 GMT 2010,7558050,1
Thu Feb 04 07:00:00 GMT 2010,36129590,1
Thu Feb 04 07:00:00 GMT 2010,13122460,1
Thu Feb 04 07:00:00 GMT 2010,27413240,1
Thu Feb 04 07:00:00 GMT 2010,26934150,3
Thu Feb 04 07:00:00 GMT 2010,26942010,2
Thu Feb 04 07:00:00 GMT 2010,26934450,2
Thu Feb 04 07:00:00 GMT 2010,13122400,1
Thu Feb 04 07:00:00 GMT 2010,40978010,1
Thu Feb 04 07:00:00 GMT 2010,27413260,1
Thu Feb 04 07:00:00 GMT 2010,13122470,1
Thu Feb 04 07:00:00 GMT 2010,13108090,1
Thu Feb 04 07:00:00 GMT 2010,36231900,1
Thu Feb 04 07:00:00 GMT 2010,13122430,2
Thu Feb 04 07:00:00 GMT 2010,13112560,2
Thu Feb 04 07:00:00 GMT 2010,13122480,1
Thu Feb 04 07:00:00 GMT 2010,52670040,1
Thu Feb 04 07:00:00 GMT 2010,13122420,1
Thu Feb 04 07:00:00 GMT 2010,7558030,1
Thu Feb 04 05:00:00 GMT 2010,26942010,1
Thu Feb 04 05:00:00 GMT 2010,27413280,1
Thu Feb 04 05:00:00 GMT 2010,40977970,1
Thu Feb 04 05:00:00 GMT 2010,7558070,1
Thu Feb 04 05:00:00 GMT 2010,13107200,2
Thu Feb 04 05:00:00 GMT 2010,26934450,2
Thu Feb 04 05:00:00 GMT 2010,13122400,1
Thu Feb 04 05:00:00 GMT 2010,27413230,1
Thu Feb 04 05:00:00 GMT 2010,27413260,1
Thu Feb 04 05:00:00 GMT 2010,13122470,1
Thu Feb 04 05:00:00 GMT 2010,5808150,1
Thu Feb 04 05:00:00 GMT 2010,13106120,2
Thu Feb 04 05:00:00 GMT 2010,7558050,1
Thu Feb 04 05:00:00 GMT 2010,13108090,1
Thu Feb 04 05:00:00 GMT 2010,13122460,1
Thu Feb 04 05:00:00 GMT 2010,36231900,1
Thu Feb 04 05:00:00 GMT 2010,13122430,2
Thu Feb 04 05:00:00 GMT 2010,13122480,1
Thu Feb 04 05:00:00 GMT 2010,52670040,1
Thu Feb 04 05:00:00 GMT 2010,13122420,1
Thu Feb 04 05:00:00 GMT 2010,26934150,1
