CreationDate, PostId, Count
Tue Feb 02 13:00:00 GMT 2010,13107200,3
Tue Feb 02 13:00:00 GMT 2010,40045930,1
Tue Feb 02 09:30:00 GMT 2010,13100550,2
Tue Feb 02 09:30:00 GMT 2010,13105830,3
Tue Feb 02 09:30:00 GMT 2010,13108090,2
Tue Feb 02 09:30:00 GMT 2010,13107200,3
Tue Feb 02 13:30:00 GMT 2010,13100550,1
Tue Feb 02 13:30:00 GMT 2010,13105830,3
Tue Feb 02 13:30:00 GMT 2010,13108090,2
Tue Feb 02 13:30:00 GMT 2010,13107200,3
Tue Feb 02 13:30:00 GMT 2010,40045930,1
Tue Feb 02 08:00:00 GMT 2010,13100550,2
Tue Feb 02 08:00:00 GMT 2010,13105830,3
Tue Feb 02 08:00:00 GMT 2010,13108090,2
Tue Feb 02 08:00:00 GMT 2010,13107200,3
Tue Feb 02 12:00:00 GMT 2010,13100550,2
Tue Feb 02 12:00:00 GMT 2010,13105830,3
Tue Feb 02 12:00:00 GMT 2010,13108090,2
Tue Feb 02 12:00:00 GMT 2010,13107200,3
Tue Feb 02 12:00:00 GMT 2010,40045930,1
Tue Feb 02 08:30:00 GMT 2010,13100550,2
Tue Feb 02 08:30:00 GMT 2010,13105830,3
Tue Feb 02 08:30:00 GMT 2010,13108090,2
Tue Feb 02 08:30:00 GMT 2010,13107200,3
Tue Feb 02 12:30:00 GMT 2010,13100550,2
Tue Feb 02 12:30:00 GMT 2010,13105830,3
Tue Feb 02 12:30:00 GMT 2010,13108090,2
Tue Feb 02 12:30:00 GMT 2010,13107200,3
Tue Feb 02 12:30:00 GMT 2010,40045930,1
Tue Feb 02 10:30:00 GMT 2010,13100550,2
Tue Feb 02 10:30:00 GMT 2010,13105830,3
Tue Feb 02 10:30:00 GMT 2010,13108090,2
Tue Feb 02 10:30:00 GMT 2010,13107200,3
Tue Feb 02 11:00:00 GMT 2010,13100550,2
Tue Feb 02 11:00:00 GMT 2010,13105830,3
Tue Feb 02 11:00:00 GMT 2010,13108090,2
Tue Feb 02 11:00:00 GMT 2010,13107200,3
Tue Feb 02 07:30:00 GMT 2010,13100550,2
Tue Feb 02 07:30:00 GMT 2010,13105830,3
Tue Feb 02 07:30:00 GMT 2010,13108090,2
Tue Feb 02 07:30:00 GMT 2010,13107200,3
Tue Feb 02 11:30:00 GMT 2010,13100550,2
Tue Feb 02 11:30:00 GMT 2010,13105830,3
Tue Feb 02 11:30:00 GMT 2010,13108090,2
Tue Feb 02 11:30:00 GMT 2010,13107200,3
Tue Feb 02 14:00:00 GMT 2010,13100550,1
Tue Feb 02 14:00:00 GMT 2010,13105830,3
Tue Feb 02 14:00:00 GMT 2010,13108090,1
Tue Feb 02 14:00:00 GMT 2010,13107200,3
Tue Feb 02 14:00:00 GMT 2010,40045930,1
Tue Feb 02 18:00:00 GMT 2010,13105830,1
Tue Feb 02 18:00:00 GMT 2010,13100550,1
Tue Feb 02 18:00:00 GMT 2010,13108090,0
Tue Feb 02 18:00:00 GMT 2010,13107200,3
Tue Feb 02 18:00:00 GMT 2010,40045930,1
Tue Feb 02 17:00:00 GMT 2010,13105830,1
Tue Feb 02 17:00:00 GMT 2010,13100550,1
Tue Feb 02 17:00:00 GMT 2010,13108090,1
Tue Feb 02 17:00:00 GMT 2010,13107200,3
Tue Feb 02 17:00:00 GMT 2010,40045930,1
Tue Feb 02 17:30:00 GMT 2010,13105830,1
Tue Feb 02 17:30:00 GMT 2010,13100550,1
Tue Feb 02 17:30:00 GMT 2010,13108090,1
Tue Feb 02 17:30:00 GMT 2010,13107200,3
Tue Feb 02 17:30:00 GMT 2010,40045930,1
Tue Feb 02 16:00:00 GMT 2010,13105830,2
Tue Feb 02 16:00:00 GMT 2010,13100550,1
Tue Feb 02 16:00:00 GMT 2010,13108090,1
Tue Feb 02 16:00:00 GMT 2010,13107200,3
Tue Feb 02 16:00:00 GMT 2010,40045930,1
Tue Feb 02 20:00:00 GMT 2010,13107200,0
Tue Feb 02 20:00:00 GMT 2010,40045930,1
Tue Feb 02 16:30:00 GMT 2010,13105830,1
Tue Feb 02 16:30:00 GMT 2010,13100550,1
Tue Feb 02 16:30:00 GMT 2010,13108090,1
Tue Feb 02 16:30:00 GMT 2010,13107200,3
Tue Feb 02 16:30:00 GMT 2010,40045930,1
Tue Feb 02 20:30:00 GMT 2010,13107200,0
Tue Feb 02 20:30:00 GMT 2010,40045930,1
Tue Feb 02 14:30:00 GMT 2010,13100550,1
Tue Feb 02 14:30:00 GMT 2010,13105830,3
Tue Feb 02 14:30:00 GMT 2010,13108090,1
Tue Feb 02 14:30:00 GMT 2010,13107200,3
Tue Feb 02 14:30:00 GMT 2010,40045930,1
Tue Feb 02 18:30:00 GMT 2010,13105830,1
Tue Feb 02 18:30:00 GMT 2010,13100550,1
Tue Feb 02 18:30:00 GMT 2010,13108090,0
Tue Feb 02 18:30:00 GMT 2010,13107200,3
Tue Feb 02 18:30:00 GMT 2010,40045930,1
Tue Feb 02 15:00:00 GMT 2010,13100550,1
Tue Feb 02 15:00:00 GMT 2010,13105830,3
Tue Feb 02 15:00:00 GMT 2010,13108090,1
Tue Feb 02 15:00:00 GMT 2010,13107200,3
Tue Feb 02 15:00:00 GMT 2010,40045930,1
Tue Feb 02 19:00:00 GMT 2010,13100550,1
Tue Feb 02 19:00:00 GMT 2010,13108090,0
Tue Feb 02 19:00:00 GMT 2010,13107200,1
Tue Feb 02 19:00:00 GMT 2010,40045930,1
Tue Feb 02 15:30:00 GMT 2010,13105830,2
Tue Feb 02 15:30:00 GMT 2010,13100550,1
Tue Feb 02 15:30:00 GMT 2010,13108090,1
Tue Feb 02 15:30:00 GMT 2010,13107200,3
Tue Feb 02 15:30:00 GMT 2010,40045930,1
Tue Feb 02 19:30:00 GMT 2010,13107200,0
Tue Feb 02 19:30:00 GMT 2010,40045930,1
Tue Feb 02 21:00:00 GMT 2010,13107200,0
Tue Feb 02 21:00:00 GMT 2010,40045930,1
Tue Feb 02 22:00:00 GMT 2010,13107200,0
Tue Feb 02 22:00:00 GMT 2010,40045930,1
Wed Feb 03 02:30:00 GMT 2010,13100550,0
Wed Feb 03 02:30:00 GMT 2010,13122460,0
Wed Feb 03 02:30:00 GMT 2010,13122480,0
Wed Feb 03 02:30:00 GMT 2010,26934450,1
Tue Feb 02 23:00:00 GMT 2010,40045930,1
Wed Feb 03 03:30:00 GMT 2010,13100550,0
Wed Feb 03 03:30:00 GMT 2010,13122460,0
Wed Feb 03 03:30:00 GMT 2010,13122510,0
Wed Feb 03 03:30:00 GMT 2010,13122480,0
Wed Feb 03 03:30:00 GMT 2010,26934450,1
Wed Feb 03 03:30:00 GMT 2010,13122420,0
Wed Feb 03 03:30:00 GMT 2010,18401110,1
Tue Feb 02 22:30:00 GMT 2010,13107200,0
Tue Feb 02 22:30:00 GMT 2010,40045930,1
Wed Feb 03 03:00:00 GMT 2010,13100550,0
Wed Feb 03 03:00:00 GMT 2010,13122460,0
Wed Feb 03 03:00:00 GMT 2010,13122480,0
Wed Feb 03 03:00:00 GMT 2010,26934450,1
Wed Feb 03 03:00:00 GMT 2010,13122420,0
Tue Feb 02 23:30:00 GMT 2010,40045930,1
Wed Feb 03 01:30:00 GMT 2010,13100550,0
Wed Feb 03 01:30:00 GMT 2010,13122460,0
Wed Feb 03 01:30:00 GMT 2010,13122480,0
Wed Feb 03 01:30:00 GMT 2010,26934450,1
Tue Feb 02 21:30:00 GMT 2010,13107200,0
Tue Feb 02 21:30:00 GMT 2010,40045930,1
Wed Feb 03 02:00:00 GMT 2010,13100550,0
Wed Feb 03 02:00:00 GMT 2010,13122460,0
Wed Feb 03 02:00:00 GMT 2010,13122480,0
Wed Feb 03 02:00:00 GMT 2010,26934450,1
Wed Feb 03 01:00:00 GMT 2010,13100550,0
Wed Feb 03 01:00:00 GMT 2010,13122460,0
Wed Feb 03 01:00:00 GMT 2010,13122480,0
Wed Feb 03 01:00:00 GMT 2010,26934450,1
Wed Feb 03 00:30:00 GMT 2010,13100550,0
Wed Feb 03 00:30:00 GMT 2010,13122480,0
Wed Feb 03 04:00:00 GMT 2010,13100550,0
Wed Feb 03 04:00:00 GMT 2010,13122490,0
Wed Feb 03 04:00:00 GMT 2010,13122460,0
Wed Feb 03 04:00:00 GMT 2010,13122510,0
Wed Feb 03 04:00:00 GMT 2010,13122480,0
Wed Feb 03 04:00:00 GMT 2010,26934450,1
Wed Feb 03 04:00:00 GMT 2010,13122420,0
Wed Feb 03 04:00:00 GMT 2010,18401110,1
Wed Feb 03 05:00:00 GMT 2010,13100550,0
Wed Feb 03 05:00:00 GMT 2010,26942010,0
Wed Feb 03 05:00:00 GMT 2010,13122490,0
Wed Feb 03 05:00:00 GMT 2010,13122460,0
Wed Feb 03 05:00:00 GMT 2010,13122510,0
Wed Feb 03 05:00:00 GMT 2010,13122480,0
Wed Feb 03 05:00:00 GMT 2010,26934450,1
Wed Feb 03 05:00:00 GMT 2010,40045930,1
Wed Feb 03 05:00:00 GMT 2010,13122420,0
Wed Feb 03 05:00:00 GMT 2010,18401110,1
Wed Feb 03 04:30:00 GMT 2010,13100550,0
Wed Feb 03 04:30:00 GMT 2010,26942010,0
Wed Feb 03 04:30:00 GMT 2010,13122490,0
Wed Feb 03 04:30:00 GMT 2010,13122460,0
Wed Feb 03 04:30:00 GMT 2010,13122510,0
Wed Feb 03 04:30:00 GMT 2010,13122480,0
Wed Feb 03 04:30:00 GMT 2010,26934450,1
Wed Feb 03 04:30:00 GMT 2010,40045930,0
Wed Feb 03 04:30:00 GMT 2010,13122420,0
Wed Feb 03 04:30:00 GMT 2010,18401110,1
Wed Feb 03 09:00:00 GMT 2010,13100550,0
Wed Feb 03 09:00:00 GMT 2010,26942010,0
Wed Feb 03 09:00:00 GMT 2010,13105830,2
Wed Feb 03 09:00:00 GMT 2010,13122380,0
Wed Feb 03 09:00:00 GMT 2010,7558070,0
Wed Feb 03 09:00:00 GMT 2010,13122510,0
Wed Feb 03 09:00:00 GMT 2010,26934450,1
Wed Feb 03 09:00:00 GMT 2010,13107200,2
Wed Feb 03 09:00:00 GMT 2010,40045930,1
Wed Feb 03 09:00:00 GMT 2010,7558010,0
Wed Feb 03 09:00:00 GMT 2010,18401110,1
Wed Feb 03 09:00:00 GMT 2010,13122490,0
Wed Feb 03 09:00:00 GMT 2010,13122460,0
Wed Feb 03 09:00:00 GMT 2010,13122430,0
Wed Feb 03 09:00:00 GMT 2010,13122480,0
Wed Feb 03 09:00:00 GMT 2010,13112560,0
Wed Feb 03 09:00:00 GMT 2010,13122420,0
Wed Feb 03 05:30:00 GMT 2010,13100550,0
Wed Feb 03 05:30:00 GMT 2010,26942010,0
Wed Feb 03 05:30:00 GMT 2010,13122490,0
Wed Feb 03 05:30:00 GMT 2010,13122460,0
Wed Feb 03 05:30:00 GMT 2010,13122510,0
Wed Feb 03 05:30:00 GMT 2010,13122430,0
Wed Feb 03 05:30:00 GMT 2010,13122480,0
Wed Feb 03 05:30:00 GMT 2010,26934450,1
Wed Feb 03 05:30:00 GMT 2010,40045930,1
Wed Feb 03 05:30:00 GMT 2010,13122420,0
Wed Feb 03 05:30:00 GMT 2010,18401110,1
Wed Feb 03 09:30:00 GMT 2010,13100550,0
Wed Feb 03 09:30:00 GMT 2010,26942010,0
Wed Feb 03 09:30:00 GMT 2010,13105830,3
Wed Feb 03 09:30:00 GMT 2010,13122380,0
Wed Feb 03 09:30:00 GMT 2010,7558070,0
Wed Feb 03 09:30:00 GMT 2010,13122510,0
Wed Feb 03 09:30:00 GMT 2010,26934450,1
Wed Feb 03 09:30:00 GMT 2010,13107200,2
Wed Feb 03 09:30:00 GMT 2010,40045930,1
Wed Feb 03 09:30:00 GMT 2010,7558010,0
Wed Feb 03 09:30:00 GMT 2010,18401110,1
Wed Feb 03 09:30:00 GMT 2010,13122490,0
Wed Feb 03 09:30:00 GMT 2010,13122460,0
Wed Feb 03 09:30:00 GMT 2010,13122430,0
Wed Feb 03 09:30:00 GMT 2010,13122480,0
Wed Feb 03 09:30:00 GMT 2010,13112560,0
Wed Feb 03 09:30:00 GMT 2010,13122420,0
Wed Feb 03 06:30:00 GMT 2010,13100550,0
Wed Feb 03 06:30:00 GMT 2010,26942010,0
Wed Feb 03 06:30:00 GMT 2010,13122510,0
Wed Feb 03 06:30:00 GMT 2010,26934450,1
Wed Feb 03 06:30:00 GMT 2010,13107200,1
Wed Feb 03 06:30:00 GMT 2010,40045930,1
Wed Feb 03 06:30:00 GMT 2010,7558010,0
Wed Feb 03 06:30:00 GMT 2010,18401110,1
Wed Feb 03 06:30:00 GMT 2010,13122490,0
Wed Feb 03 06:30:00 GMT 2010,13122460,0
Wed Feb 03 06:30:00 GMT 2010,13122430,0
Wed Feb 03 06:30:00 GMT 2010,13122480,0
Wed Feb 03 06:30:00 GMT 2010,13122420,0
Wed Feb 03 10:30:00 GMT 2010,13100550,0
Wed Feb 03 10:30:00 GMT 2010,26942010,0
Wed Feb 03 10:30:00 GMT 2010,13105830,3
Wed Feb 03 10:30:00 GMT 2010,7558000,0
Wed Feb 03 10:30:00 GMT 2010,13122380,0
Wed Feb 03 10:30:00 GMT 2010,7558070,0
Wed Feb 03 10:30:00 GMT 2010,13122510,0
Wed Feb 03 10:30:00 GMT 2010,26934450,1
Wed Feb 03 10:30:00 GMT 2010,13107200,2
Wed Feb 03 10:30:00 GMT 2010,40045930,1
Wed Feb 03 10:30:00 GMT 2010,7558010,0
Wed Feb 03 10:30:00 GMT 2010,18401110,1
Wed Feb 03 10:30:00 GMT 2010,13122490,0
Wed Feb 03 10:30:00 GMT 2010,13122460,0
Wed Feb 03 10:30:00 GMT 2010,13122430,0
Wed Feb 03 06:00:00 GMT 2010,13100550,0
Wed Feb 03 06:00:00 GMT 2010,26942010,0
Wed Feb 03 06:00:00 GMT 2010,13122490,0
Wed Feb 03 06:00:00 GMT 2010,13122460,0
Wed Feb 03 06:00:00 GMT 2010,13122510,0
Wed Feb 03 06:00:00 GMT 2010,13122430,0
Wed Feb 03 06:00:00 GMT 2010,26934450,1
Wed Feb 03 06:00:00 GMT 2010,13122480,0
Wed Feb 03 06:00:00 GMT 2010,40045930,1
Wed Feb 03 06:00:00 GMT 2010,7558010,0
Wed Feb 03 06:00:00 GMT 2010,13122420,0
Wed Feb 03 06:00:00 GMT 2010,18401110,1
Wed Feb 03 10:00:00 GMT 2010,13100550,0
Wed Feb 03 10:00:00 GMT 2010,26942010,0
Wed Feb 03 10:00:00 GMT 2010,13105830,3
Wed Feb 03 10:00:00 GMT 2010,13122380,0
Wed Feb 03 10:00:00 GMT 2010,7558070,0
Wed Feb 03 10:00:00 GMT 2010,13122510,0
Wed Feb 03 10:00:00 GMT 2010,26934450,1
Wed Feb 03 10:00:00 GMT 2010,13107200,2
Wed Feb 03 10:00:00 GMT 2010,40045930,1
Wed Feb 03 10:00:00 GMT 2010,7558010,0
Wed Feb 03 10:00:00 GMT 2010,18401110,1
Wed Feb 03 10:00:00 GMT 2010,13122490,0
Wed Feb 03 10:00:00 GMT 2010,13122460,0
Wed Feb 03 10:00:00 GMT 2010,13122430,0
Wed Feb 03 10:00:00 GMT 2010,13122480,0
Wed Feb 03 10:00:00 GMT 2010,13112560,0
Wed Feb 03 10:00:00 GMT 2010,13122420,0
Wed Feb 03 08:30:00 GMT 2010,13100550,0
Wed Feb 03 08:30:00 GMT 2010,26942010,0
Wed Feb 03 08:30:00 GMT 2010,13105830,2
Wed Feb 03 08:30:00 GMT 2010,13122380,0
Wed Feb 03 08:30:00 GMT 2010,7558070,0
Wed Feb 03 08:30:00 GMT 2010,13122510,0
Wed Feb 03 08:30:00 GMT 2010,26934450,1
Wed Feb 03 08:30:00 GMT 2010,13107200,2
Wed Feb 03 08:30:00 GMT 2010,40045930,1
Wed Feb 03 08:30:00 GMT 2010,7558010,0
Wed Feb 03 08:30:00 GMT 2010,18401110,1
Wed Feb 03 08:30:00 GMT 2010,13122490,0
Wed Feb 03 08:30:00 GMT 2010,13122460,0
Wed Feb 03 08:30:00 GMT 2010,13122430,0
Wed Feb 03 08:30:00 GMT 2010,13122480,0
Wed Feb 03 08:30:00 GMT 2010,13112560,0
Wed Feb 03 08:30:00 GMT 2010,13122420,0
Wed Feb 03 07:00:00 GMT 2010,13100550,0
Wed Feb 03 07:00:00 GMT 2010,26942010,0
Wed Feb 03 07:00:00 GMT 2010,13105830,1
Wed Feb 03 07:00:00 GMT 2010,7558070,0
Wed Feb 03 07:00:00 GMT 2010,13122510,0
Wed Feb 03 07:00:00 GMT 2010,26934450,1
Wed Feb 03 07:00:00 GMT 2010,13107200,1
Wed Feb 03 07:00:00 GMT 2010,40045930,1
Wed Feb 03 07:00:00 GMT 2010,7558010,0
Wed Feb 03 07:00:00 GMT 2010,18401110,1
Wed Feb 03 07:00:00 GMT 2010,13122490,0
Wed Feb 03 07:00:00 GMT 2010,13122460,0
Wed Feb 03 07:00:00 GMT 2010,13122430,0
Wed Feb 03 07:00:00 GMT 2010,13122480,0
Wed Feb 03 07:00:00 GMT 2010,13122420,0
Wed Feb 03 08:00:00 GMT 2010,13100550,0
Wed Feb 03 08:00:00 GMT 2010,26942010,0
Wed Feb 03 08:00:00 GMT 2010,13105830,1
Wed Feb 03 08:00:00 GMT 2010,13122380,0
Wed Feb 03 08:00:00 GMT 2010,7558070,0
Wed Feb 03 08:00:00 GMT 2010,13122510,0
Wed Feb 03 08:00:00 GMT 2010,26934450,1
Wed Feb 03 08:00:00 GMT 2010,13107200,2
Wed Feb 03 08:00:00 GMT 2010,40045930,1
Wed Feb 03 08:00:00 GMT 2010,7558010,0
Wed Feb 03 08:00:00 GMT 2010,18401110,1
Wed Feb 03 08:00:00 GMT 2010,13122490,0
Wed Feb 03 08:00:00 GMT 2010,13122460,0
Wed Feb 03 08:00:00 GMT 2010,13122430,0
Wed Feb 03 08:00:00 GMT 2010,13122480,0
Wed Feb 03 08:00:00 GMT 2010,13112560,0
Wed Feb 03 08:00:00 GMT 2010,13122420,0
Wed Feb 03 07:30:00 GMT 2010,13100550,0
Wed Feb 03 07:30:00 GMT 2010,26942010,0
Wed Feb 03 07:30:00 GMT 2010,13105830,1
Wed Feb 03 07:30:00 GMT 2010,13122380,0
Wed Feb 03 07:30:00 GMT 2010,7558070,0
Wed Feb 03 07:30:00 GMT 2010,13122510,0
Wed Feb 03 07:30:00 GMT 2010,26934450,1
Wed Feb 03 07:30:00 GMT 2010,13107200,1
Wed Feb 03 07:30:00 GMT 2010,40045930,1
Wed Feb 03 07:30:00 GMT 2010,7558010,0
Wed Feb 03 07:30:00 GMT 2010,18401110,1
Wed Feb 03 07:30:00 GMT 2010,13122490,0
Wed Feb 03 07:30:00 GMT 2010,13122460,0
Wed Feb 03 07:30:00 GMT 2010,13122430,0
Wed Feb 03 07:30:00 GMT 2010,13122480,0
Wed Feb 03 07:30:00 GMT 2010,13112560,0
Wed Feb 03 07:30:00 GMT 2010,13122420,0
Wed Feb 03 10:30:00 GMT 2010,13122480,0
Wed Feb 03 10:30:00 GMT 2010,13112560,0
Wed Feb 03 10:30:00 GMT 2010,26935650,2
Wed Feb 03 10:30:00 GMT 2010,13122420,0
Wed Feb 03 11:00:00 GMT 2010,13100550,0
Wed Feb 03 11:00:00 GMT 2010,26942010,0
Wed Feb 03 11:00:00 GMT 2010,13105830,3
Wed Feb 03 11:00:00 GMT 2010,7558000,0
Wed Feb 03 11:00:00 GMT 2010,13122380,0
Wed Feb 03 11:00:00 GMT 2010,7558070,0
Wed Feb 03 11:00:00 GMT 2010,13122510,0
Wed Feb 03 11:00:00 GMT 2010,26934450,2
Wed Feb 03 11:00:00 GMT 2010,13107200,2
Wed Feb 03 11:00:00 GMT 2010,40045930,1
Wed Feb 03 11:00:00 GMT 2010,7558010,0
Wed Feb 03 11:00:00 GMT 2010,18401110,1
Wed Feb 03 11:00:00 GMT 2010,13122490,0
Wed Feb 03 11:00:00 GMT 2010,13108090,0
Wed Feb 03 11:00:00 GMT 2010,13122460,0
Wed Feb 03 11:00:00 GMT 2010,36231900,1
Wed Feb 03 11:00:00 GMT 2010,13122430,0
Wed Feb 03 11:00:00 GMT 2010,13122480,0
Wed Feb 03 11:00:00 GMT 2010,13112560,1
Wed Feb 03 11:00:00 GMT 2010,26935650,2
Wed Feb 03 11:00:00 GMT 2010,13122420,0
Wed Feb 03 13:30:00 GMT 2010,26942010,0
Wed Feb 03 13:30:00 GMT 2010,13105830,4
Wed Feb 03 13:30:00 GMT 2010,13100550,0
Wed Feb 03 13:30:00 GMT 2010,7558000,0
Wed Feb 03 13:30:00 GMT 2010,13122380,0
Wed Feb 03 13:30:00 GMT 2010,7558070,0
Wed Feb 03 13:30:00 GMT 2010,13122510,0
Wed Feb 03 13:30:00 GMT 2010,13107200,2
Wed Feb 03 13:30:00 GMT 2010,26934450,1
Wed Feb 03 13:30:00 GMT 2010,40045930,1
Wed Feb 03 13:30:00 GMT 2010,7558010,0
Wed Feb 03 13:30:00 GMT 2010,18401110,1
Wed Feb 03 13:30:00 GMT 2010,40977950,0
Wed Feb 03 13:30:00 GMT 2010,13122490,0
Wed Feb 03 13:30:00 GMT 2010,13108090,0
Wed Feb 03 13:30:00 GMT 2010,36231900,2
Wed Feb 03 13:30:00 GMT 2010,13122430,0
Wed Feb 03 13:30:00 GMT 2010,13112560,1
Wed Feb 03 13:30:00 GMT 2010,13122480,0
Wed Feb 03 13:30:00 GMT 2010,26935650,2
Wed Feb 03 13:30:00 GMT 2010,13122420,0
Wed Feb 03 13:30:00 GMT 2010,13122390,0
Wed Feb 03 12:30:00 GMT 2010,26942010,0
Wed Feb 03 12:30:00 GMT 2010,13105830,4
Wed Feb 03 12:30:00 GMT 2010,13100550,0
Wed Feb 03 12:30:00 GMT 2010,7558000,0
Wed Feb 03 12:30:00 GMT 2010,13122380,0
Wed Feb 03 12:30:00 GMT 2010,7558070,0
Wed Feb 03 12:30:00 GMT 2010,13122510,0
Wed Feb 03 12:30:00 GMT 2010,26934450,2
Wed Feb 03 12:30:00 GMT 2010,13107200,2
Wed Feb 03 12:30:00 GMT 2010,40045930,1
Wed Feb 03 12:30:00 GMT 2010,7558010,0
Wed Feb 03 12:30:00 GMT 2010,18401110,1
Wed Feb 03 12:30:00 GMT 2010,40977950,0
Wed Feb 03 12:30:00 GMT 2010,13122490,0
Wed Feb 03 12:30:00 GMT 2010,13108090,0
Wed Feb 03 12:30:00 GMT 2010,13122460,0
Wed Feb 03 12:30:00 GMT 2010,36231900,2
Wed Feb 03 12:30:00 GMT 2010,13122430,0
Wed Feb 03 12:30:00 GMT 2010,13112560,1
Wed Feb 03 12:30:00 GMT 2010,13122480,0
Wed Feb 03 12:30:00 GMT 2010,26935650,2
Wed Feb 03 12:30:00 GMT 2010,13122420,0
Wed Feb 03 12:30:00 GMT 2010,13122390,0
Wed Feb 03 16:30:00 GMT 2010,13105830,4
Wed Feb 03 16:30:00 GMT 2010,13100550,0
Wed Feb 03 16:30:00 GMT 2010,26942010,0
Wed Feb 03 16:30:00 GMT 2010,7558000,0
Wed Feb 03 16:30:00 GMT 2010,13122380,0
Wed Feb 03 16:30:00 GMT 2010,7558070,0
Wed Feb 03 16:30:00 GMT 2010,13107200,2
Wed Feb 03 16:30:00 GMT 2010,26934450,1
Wed Feb 03 16:30:00 GMT 2010,40045930,1
Wed Feb 03 16:30:00 GMT 2010,7558010,0
Wed Feb 03 16:30:00 GMT 2010,40977950,0
Wed Feb 03 16:30:00 GMT 2010,13108090,0
Wed Feb 03 16:30:00 GMT 2010,13122490,0
Wed Feb 03 16:30:00 GMT 2010,36231900,2
Wed Feb 03 16:30:00 GMT 2010,13122430,0
Wed Feb 03 16:30:00 GMT 2010,13112560,1
Wed Feb 03 16:30:00 GMT 2010,13122480,0
Wed Feb 03 16:30:00 GMT 2010,26935650,2
Wed Feb 03 16:30:00 GMT 2010,13122390,0
Wed Feb 03 14:30:00 GMT 2010,26942010,0
Wed Feb 03 14:30:00 GMT 2010,13105830,4
Wed Feb 03 14:30:00 GMT 2010,13100550,0
Wed Feb 03 14:30:00 GMT 2010,7558000,0
Wed Feb 03 14:30:00 GMT 2010,13122380,0
Wed Feb 03 14:30:00 GMT 2010,7558070,0
Wed Feb 03 14:30:00 GMT 2010,13122510,0
Wed Feb 03 14:30:00 GMT 2010,13107200,2
Wed Feb 03 14:30:00 GMT 2010,26934450,1
Wed Feb 03 14:30:00 GMT 2010,40045930,1
Wed Feb 03 14:30:00 GMT 2010,7558010,0
Wed Feb 03 14:30:00 GMT 2010,18401110,1
Wed Feb 03 14:30:00 GMT 2010,40977950,0
Wed Feb 03 14:30:00 GMT 2010,13122490,0
Wed Feb 03 14:30:00 GMT 2010,13108090,0
Wed Feb 03 14:30:00 GMT 2010,36231900,2
Wed Feb 03 14:30:00 GMT 2010,13122430,0
Wed Feb 03 14:30:00 GMT 2010,13112560,1
Wed Feb 03 14:30:00 GMT 2010,13122480,0
Wed Feb 03 14:30:00 GMT 2010,26935650,2
Wed Feb 03 14:30:00 GMT 2010,13122420,0
